User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1005164,P00311342,F,36-45,17,Unknown,0,0,,,,n
1004227,P00185442,M,26-35,19,Unknown,0,0,,,,n
1001474,P00209742,M,26-35,4,Unknown,2,1,,11.0,15.0,n
1001695,P00217142,M,999,1,Unknown,1,1,,15.0,,Q
1002503,P00229342,M,999,17,Unknown,3,1,,14.0,,Q
1001422,P00188542,M,999,17,Unknown,3,0,,8.0,14.0,L
1002962,P00228142,,36-45,{error},Unknown,2,0,99999.0,,,n
1000308,P00035842,,26-35,{error},Unknown,3,1,99999.0,6.0,9.0,n
1004447,P00145442,M,46-50,5,Unknown,0,1,,15.0,,Q
1004335,P00162342,M,999,0,Unknown,3,0,,8.0,,Q
1002327,P00065042,M,18-25,10,Unknown,2,0,,15.0,,L
1004887,P00321742,M,999,2,Unknown,1,1,,8.0,17.0,T
1001904,P00182142,M,18-25,1,Unknown,4+,0,,5.0,6.0,T
1001150,P00200042,,26-35,{error},Unknown,1,0,99999.0,,abc,Q
1003402,P00323842,M,36-45,20,Unknown,4+,0,,8.0,,n
1002771,P00286742,M,999,1,Unknown,4+,0,,16.0,,L
1000018,P00225842,F,18-25,3,Unknown,3,0,,4.0,15.0,n
1001407,P00268442,F,999,15,Unknown,1,1,,17.0,,L
1005954,P00128142,M,999,11,Unknown,2,1,,5.0,18.0,L
1001120,P00053842,M,999,4,Unknown,0,1,,5.0,12.0,Q
1000392,P00013142,M,999,7,Unknown,0,0,,,,Q
1003824,P00006942,,26-35,{error},Unknown,3,1,99999.0,5.0,6.0,n
1004524,P00323942,M,26-35,2,Unknown,2,1,,15.0,,Q
1003292,P00217542,F,51-55,6,Unknown,3,0,,2.0,11.0,L
1003641,P00010842,M,26-35,0,Unknown,1,0,,16.0,,L
1001806,P00148642,M,18-25,4,Unknown,1,0,,10.0,13.0,Q
1003108,P00160342,,51-55,{error},Unknown,1,1,99999.0,,,n
1003524,P0097742,F,26-35,0,Unknown,4+,0,,,,Q
1001470,P00054942,M,999,4,Unknown,1,1,,8.0,,L
1005163,P00244842,M,46-50,6,Unknown,1,1,,,,L
1004626,P00117742,M,26-35,14,B,4+,0,8.0,,,n
1003842,P00234542,F,999,16,B,4+,0,,,,T
1005164,P00311342,F,36-45,17,Unknown,0,0,,,,n
1003740,P00211942,M,18-25,5,A,1,0,8.0,,,T
1005627,P00327642,M,26-35,0,A,4+,1,18.0,,,n
1004433,P00359942,M,999,0,B,1,1,,,,Q
1004227,P00185442,M,26-35,19,Unknown,0,0,,,,n
1000426,P00339342,M,18-25,4,A,1,1,1.0,,,n
1005770,P00252442,M,26-35,0,C,3,1,8.0,,,L
1000031,P00196442,M,55+,7,C,2,0,5.0,,,L
1002737,P00032842,,26-35,{error},B,3,0,99999.0,,,n
1002491,P00179342,M,36-45,7,C,0,0,11.0,,,T
1003592,P00046442,F,55+,2,B,2,1,8.0,,,n
1005344,P00158042,F,51-55,1,C,3,0,8.0,,,T
1005993,P00194442,F,51-55,20,C,1,1,,,,Q
1003258,P00293342,M,46-50,6,C,1,1,8.0,,,n
1003749,P00022542,F,26-35,0,C,4+,0,,,,n
1004479,P00047842,M,51-55,13,C,2,1,8.0,,,n
1000862,P0009942,M,36-45,7,A,0,1,5.0,,,n
1004250,P00019942,F,51-55,0,C,4+,1,1.0,,,n
1002962,P00228142,,36-45,{error},Unknown,2,0,99999.0,,,n
1001333,P00111042,M,26-35,17,A,4+,0,15.0,,,n
1005413,P00278642,M,36-45,1,B,1,0,5.0,,,n
1001535,P00100942,F,18-25,20,C,3,0,,,,Q
