User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1001988,P00195242,F,26-35,1,Unknown,2,0,,,
1002008,P00286342,M,26-35,3,Unknown,0,0,,,
1002013,P00246342,M,999,0,Unknown,1,1,,15.0,
1002015,P0096842,,18-25,4,Unknown,4+,0,,4.0,12.0
1002018,P00153642,M,36-45,16,Unknown,1,0,,,
1002022,P00044442,M,26-35,7,Unknown,1,0,,16.0,
1002033,P00249542,F,999,20,Unknown,0,0,,5.0,15.0
1002039,P00112442,M,51-55,16,Unknown,2,0,,8.0,
1002042,P00316742,,0-17,10,Unknown,4+,0,,5.0,abc
1002056,P00046742,M,26-35,4,Unknown,2,0,,2.0,15.0
1002063,P00150342,M,999,4,Unknown,3,0,,14.0,
1002063,P0095742,M,26-35,4,Unknown,3,0,,5.0,
1002073,P00125042,F,18-25,4,Unknown,4+,0,,,
1002088,P00082342,,51-55,7,Unknown,1,1,,16.0,
1002098,P00065042,M,999,20,Unknown,0,1,,15.0,
1002105,P00021642,M,26-35,1,Unknown,0,1,,14.0,
1002109,P00367342,M,26-35,16,Unknown,2,0,,,
1002110,P00312742,M,51-55,11,Unknown,3,0,,,
1002118,P00214442,,999,14,Unknown,1,1,,,abc
1002140,P00110042,M,46-50,14,Unknown,2,1,,14.0,
1002153,P0098542,M,18-25,16,Unknown,3,0,,,
1002157,P00103342,F,18-25,3,Unknown,0,0,,,
1002165,P00265242,M,999,7,Unknown,4+,1,,8.0,
1002173,P00154442,,51-55,13,Unknown,1,0,,14.0,
1002181,P00150542,M,26-35,0,Unknown,4+,1,,,
1002195,P00117942,M,0-17,10,Unknown,0,0,,15.0,
1002203,P00030742,M,999,12,Unknown,4+,1,,,
1002219,P00057642,M,26-35,6,Unknown,3,0,,15.0,16.0
1002227,P00149342,,51-55,14,Unknown,1,1,,16.0,abc
1002232,P00019142,M,26-35,14,Unknown,1,1,,15.0,
1002236,P00069042,M,999,10,Unknown,0,0,,,
1002241,P00087342,M,46-50,5,Unknown,1,0,,14.0,16.0
1002254,P00339542,M,36-45,5,Unknown,3,0,,,
1002266,P00006142,,51-55,2,Unknown,1,1,,,
1002288,P00231242,M,999,10,Unknown,2,0,,,
1002304,P00111142,M,46-50,12,Unknown,2,1,,15.0,16.0
1002313,P00046742,F,51-55,6,Unknown,4+,1,,2.0,15.0
