User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1002016,P00326242,F,55+,2,Unknown,2,1,,18.0,
1002020,P00243942,,26-35,7,Unknown,0,1,,2.0,abc
1002026,P00286242,M,51-55,16,Unknown,1,1,,,
1002032,P00345642,M,999,14,Unknown,4+,1,,15.0,16.0
1002041,P00274542,F,26-35,20,Unknown,4+,0,,16.0,
1002056,P00210042,M,26-35,4,Unknown,2,0,,14.0,
1002063,P00255942,,26-35,4,Unknown,3,0,,16.0,
1002071,P00265242,M,999,7,Unknown,1,1,,8.0,
1002076,P00220342,M,18-25,4,Unknown,0,1,,,
1002090,P00346442,M,36-45,17,Unknown,2,0,,2.0,14.0
1002094,P00175242,M,36-45,2,Unknown,3,0,,,
1002105,P00057542,,999,1,Unknown,0,1,,4.0,abc
1002106,P00047842,F,18-25,20,Unknown,3,1,,,
1002116,P00178242,M,18-25,4,Unknown,4+,1,,,
1002124,P00367242,M,26-35,0,Unknown,1,1,,,
1002125,P00241642,M,999,3,Unknown,0,0,,2.0,11.0
1002137,P00242742,,0-17,10,Unknown,1,0,,2.0,9.0
1002159,P00366542,F,51-55,14,Unknown,3,1,,,
1002165,P00050442,M,26-35,7,Unknown,4+,1,,8.0,13.0
1002174,P00213242,M,999,12,Unknown,1,1,,8.0,
1002180,P00173042,M,26-35,12,Unknown,3,1,,15.0,16.0
1002184,P00277442,,18-25,4,Unknown,2,0,,6.0,abc
1002188,P00039542,F,18-25,19,Unknown,4+,0,,,
1002198,P00303242,F,999,9,Unknown,1,0,,8.0,
1002205,P00288642,F,26-35,7,Unknown,3,1,,,
1002215,P00003242,F,26-35,0,Unknown,2,1,,15.0,
1002232,P00370342,,26-35,14,Unknown,1,1,,,
1002239,P00113342,M,999,10,Unknown,0,0,,8.0,17.0
1002251,P00205442,M,36-45,14,Unknown,3,0,,8.0,14.0
1002263,P00201342,M,26-35,6,Unknown,2,1,,2.0,9.0
1002279,P00118142,M,51-55,7,Unknown,2,1,,17.0,
1002288,P00210942,,999,10,Unknown,2,0,,12.0,abc
1002298,P00136842,M,36-45,17,Unknown,4+,0,,8.0,16.0
1002306,P00176542,F,18-25,4,Unknown,2,0,,14.0,17.0
1002319,P00062842,M,36-45,7,Unknown,1,0,,2.0,13.0
