User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1002353,P00146742,F,36-45,9,Unknown,3,1,,13.0,14.0
1002374,P00317842,M,26-35,14,Unknown,2,0,,,
1002378,P00355742,M,26-35,3,Unknown,1,1,,4.0,
1002386,P00074142,F,999,0,Unknown,3,0,,4.0,12.0
1002410,P00110542,,55+,7,Unknown,1,1,,,
1002419,P00335842,M,26-35,0,Unknown,3,1,,,
1002446,P00230942,M,18-25,7,Unknown,0,0,,14.0,
1002453,P00302742,M,999,7,Unknown,0,0,,,
1002457,P00277542,M,26-35,0,Unknown,0,1,,6.0,15.0
1002462,P00139942,,36-45,1,Unknown,1,0,,,abc
1002472,P00302942,M,26-35,18,Unknown,1,1,,,
1002483,P00089242,M,999,13,Unknown,3,1,,5.0,
1002493,P00244042,M,46-50,2,Unknown,1,1,,2.0,15.0
1002507,P00111242,M,26-35,4,Unknown,0,1,,18.0,
1002517,P00293342,,36-45,9,Unknown,1,0,,,
1002529,P00185342,F,999,9,Unknown,3,0,,4.0,
1002544,P00285342,M,46-50,1,Unknown,1,0,,8.0,
1002555,P00112542,M,55+,7,Unknown,2,0,,11.0,15.0
1002567,P00241642,M,26-35,0,Unknown,1,0,,2.0,11.0
1002576,P00113442,,999,17,Unknown,0,0,,5.0,abc
1002589,P00116342,M,26-35,0,Unknown,3,0,,,
1002592,P00246342,M,51-55,7,Unknown,1,1,,15.0,
1002614,P00178142,M,26-35,7,Unknown,1,0,,17.0,
1002627,P00238442,M,999,1,Unknown,2,1,,,
1002638,P00331042,,26-35,14,Unknown,2,0,,8.0,
1002642,P00237542,M,26-35,0,Unknown,0,0,,15.0,16.0
1002659,P00083842,M,36-45,14,Unknown,4+,1,,14.0,
1002668,P00233442,F,999,4,Unknown,3,1,,2.0,15.0
1002681,P00117942,F,26-35,4,Unknown,1,0,,15.0,
1002718,P00222842,,26-35,4,Unknown,4+,1,,,abc
1002737,P00017342,M,26-35,3,Unknown,3,0,,,
1002743,P00163042,M,999,14,Unknown,2,0,,,
1002752,P00057642,M,26-35,15,Unknown,2,0,,15.0,16.0
1002756,P00110942,M,18-25,4,Unknown,2,0,,2.0,
1002764,P00212242,,26-35,7,Unknown,1,0,,,
1002784,P00113242,M,999,20,Unknown,2,1,,6.0,8.0
1002787,P00126142,M,26-35,4,Unknown,4+,0,,16.0,
1002796,P00289942,M,26-35,14,Unknown,3,0,,4.0,5.0
1002352,P00368442,M,51-55,13,B,1,1,11.0,,
1002372,P00270242,F,46-50,7,C,1,1,8.0,,
1002374,P00317842,M,26-35,14,Unknown,2,0,,,
1002374,P00179742,M,26-35,14,B,2,0,11.0,,
1002379,P00330242,M,18-25,18,C,1,0,5.0,,
1002380,P00369242,,26-35,4,A,0,1,,,abc
1002383,P00302942,F,26-35,14,B,3,0,8.0,,
1002393,P00113942,M,55+,13,C,1,1,8.0,,
1002395,P00337842,M,36-45,7,C,1,0,5.0,,
1002406,P00178342,F,55+,12,C,1,1,8.0,,
