User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1004831,P00046442,F,26-35,1,Unknown,1,0,,,,L
1001194,P00179042,F,26-35,1,Unknown,1,1,,,,T
1005412,P00329542,M,26-35,12,Unknown,3,0,,15.0,16.0,Q
1004083,P00147742,,55+,{error},Unknown,0,0,99999.0,16.0,abc,L
1005448,P00089242,M,46-50,19,Unknown,4+,0,,5.0,,Q
1004087,P00238542,M,0-17,4,Unknown,1,0,,14.0,,L
1001501,P00289942,M,26-35,11,Unknown,3,0,,4.0,5.0,n
1002237,P00178142,F,36-45,6,Unknown,1,0,,17.0,,n
1001845,P00001442,M,26-35,2,Unknown,3,1,,,,n
1002211,P00321742,,46-50,{error},Unknown,2,1,99999.0,8.0,abc,Q
1000425,P00183242,M,26-35,12,Unknown,1,1,,15.0,,n
1004318,P00011842,M,26-35,5,Unknown,3,0,,14.0,,L
1000677,P00101842,,51-55,{error},Unknown,1,1,99999.0,16.0,,L
1003726,P00216142,M,26-35,17,Unknown,3,1,,16.0,,n
1004119,P00355942,M,51-55,1,Unknown,2,0,,13.0,,n
1003981,P00131342,F,999,0,Unknown,3,1,,,,Q
1001716,P00000142,M,26-35,0,Unknown,0,0,,4.0,5.0,Q
1002934,P00075742,F,999,20,Unknown,3,0,,14.0,,Q
1003709,P00072842,M,26-35,12,Unknown,3,0,,8.0,,L
1005812,P00007942,F,26-35,7,Unknown,1,1,,,,Q
1002497,P00034742,F,51-55,14,Unknown,3,1,,14.0,17.0,n
1003394,P00088642,,999,{error},Unknown,4+,0,99999.0,8.0,abc,L
1004485,P00054942,M,26-35,4,Unknown,1,0,,8.0,,L
1003726,P00139742,,999,{error},Unknown,3,1,99999.0,16.0,abc,Q
1004449,P00150542,M,999,12,Unknown,4+,1,,,,L
1004227,P00016742,,999,{error},Unknown,0,0,99999.0,15.0,abc,Q
1000284,P00145042,M,26-35,12,Unknown,3,1,,2.0,5.0,L
1001100,P00237142,M,26-35,0,Unknown,0,1,,,,Q
1003013,P00177242,M,46-50,17,Unknown,2,1,,,,n
1005599,P00303842,M,36-45,7,Unknown,1,0,,8.0,14.0,T
1004573,P00331242,M,51-55,16,Unknown,1,1,,17.0,,n
1001268,P00115542,M,999,2,Unknown,1,1,,,,Q
1003693,P00346042,M,999,15,Unknown,1,1,,8.0,15.0,L
1002844,P00237542,,26-35,{error},Unknown,3,1,99999.0,15.0,16.0,L
1000053,P00265242,M,26-35,0,Unknown,1,0,,8.0,,L
