User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1001465,P00084442,M,51-55,16,Unknown,4+,1,,16.0,,L
1005728,P00177942,F,36-45,20,Unknown,3,0,,8.0,,L
1003681,P00078142,M,26-35,7,Unknown,3,0,,16.0,,n
1001381,P00085242,M,18-25,11,Unknown,1,0,,14.0,17.0,Q
1001448,P00256742,F,26-35,3,Unknown,1,0,,,,n
1001939,P00352942,F,36-45,2,Unknown,3,0,,2.0,,n
1002342,P00065442,M,36-45,3,Unknown,1,0,,16.0,,L
1005652,P00001642,,18-25,{error},Unknown,1,0,99999.0,16.0,,T
1003919,P00245642,M,46-50,0,Unknown,3,0,,11.0,12.0,T
1003017,P00307642,F,36-45,9,Unknown,1,0,,6.0,,Q
1001879,P00006942,M,999,4,Unknown,1,1,,5.0,6.0,L
1003075,P00184142,F,26-35,11,Unknown,2,1,,14.0,,L
1004140,P00191542,M,26-35,0,Unknown,4+,0,,5.0,,n
1005981,P00069042,M,36-45,7,Unknown,3,0,,,,L
1003410,P00110942,M,36-45,1,Unknown,3,1,,2.0,,Q
1005916,P00216542,M,51-55,20,Unknown,1,1,,,,n
1003416,P00146942,M,999,12,Unknown,4+,1,,,,Q
1005738,P00192742,M,999,12,Unknown,1,1,,16.0,,Q
1005841,P00276342,F,36-45,7,Unknown,4+,1,,,,Q
1002224,P00350942,M,999,12,Unknown,2,1,,4.0,5.0,Q
1005686,P00291442,M,55+,16,Unknown,1,1,,8.0,,n
1005650,P00178042,F,36-45,12,Unknown,2,1,,14.0,,Q
1005181,P00242742,M,999,7,Unknown,1,1,,2.0,9.0,Q
1004950,P00315642,M,999,16,Unknown,1,1,,13.0,,L
1000702,P00274142,,999,{error},Unknown,2,1,99999.0,,abc,Q
1004227,P00014142,,26-35,{error},Unknown,0,0,99999.0,4.0,abc,L
1000655,P00106742,F,26-35,2,Unknown,2,0,,5.0,,L
1003999,P00238442,M,36-45,17,Unknown,4+,0,,,,Q
1003365,P00243942,M,51-55,17,Unknown,3,1,,2.0,15.0,n
1003981,P00089042,F,46-50,0,Unknown,3,1,,,,L
1000739,P00188042,M,36-45,12,Unknown,3,0,,,,n
