User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000855,P00192042,F,18-25,2,Unknown,2,1,,9.0,14.0
1000864,P00085042,F,26-35,0,Unknown,3,0,,6.0,
1000875,P00237542,M,0-17,10,Unknown,4+,0,,15.0,16.0
1000881,P00050442,M,999,14,Unknown,1,0,,8.0,13.0
1000889,P00173842,,46-50,20,Unknown,1,0,,2.0,15.0
1000899,P00019042,F,26-35,1,Unknown,3,1,,8.0,14.0
1000911,P00037442,M,51-55,0,Unknown,3,1,,,
1000931,P00190042,F,999,1,Unknown,0,0,,4.0,5.0
1000944,P00265242,M,36-45,0,Unknown,3,1,,8.0,
1000955,P00032842,,51-55,7,Unknown,1,1,,,abc
1000958,P00105342,M,36-45,2,Unknown,3,0,,2.0,15.0
1000971,P00320942,M,999,12,Unknown,2,1,,4.0,9.0
1000979,P00024642,M,0-17,10,Unknown,1,0,,14.0,
1000988,P00271242,M,51-55,11,Unknown,4+,0,,14.0,
1001005,P00114942,,36-45,11,Unknown,1,0,,15.0,16.0
1001015,P00258042,M,999,3,Unknown,4+,1,,,
1001017,P00118342,M,36-45,0,Unknown,2,0,,3.0,15.0
1001030,P00184942,M,26-35,7,Unknown,2,1,,8.0,17.0
1001045,P00289942,F,0-17,10,Unknown,2,0,,4.0,5.0
1001053,P00238542,,999,0,Unknown,2,1,,14.0,abc
1001066,P00350942,M,46-50,12,Unknown,3,1,,4.0,5.0
1001074,P00114142,M,46-50,17,Unknown,4+,1,,,
1001087,P00010342,M,26-35,16,Unknown,1,0,,14.0,
1001088,P00134942,F,999,10,Unknown,3,0,,14.0,
1001100,P00178242,,26-35,0,Unknown,0,1,,,
1001104,P00129442,M,36-45,11,Unknown,1,0,,8.0,
1001113,P00109142,M,18-25,4,Unknown,3,0,,17.0,
1001119,P00322142,M,999,1,Unknown,2,1,,14.0,
1001122,P00110742,M,55+,14,Unknown,0,1,,2.0,8.0
1001128,P00121342,,26-35,1,Unknown,2,0,,5.0,abc
1001141,P00213242,F,26-35,3,Unknown,1,1,,8.0,
1001150,P00253242,F,999,20,Unknown,1,0,,,
1001151,P00317842,M,26-35,15,Unknown,2,1,,,
1001162,P00100742,F,36-45,0,Unknown,4+,0,,17.0,
1001170,P00084342,,55+,3,Unknown,2,1,,16.0,
1001173,P00223942,F,999,7,Unknown,3,0,,8.0,
1001181,P00326442,M,36-45,7,Unknown,3,1,,,
1001182,P00127242,M,0-17,10,Unknown,3,0,,16.0,
1001193,P00000642,M,26-35,12,Unknown,3,1,,6.0,16.0
1000855,P00013742,F,18-25,2,A,2,1,5.0,,
1000856,P00370542,F,46-50,6,B,1,0,8.0,,
1000859,P00226742,M,26-35,12,B,4+,1,11.0,,
1000867,P00110542,M,46-50,12,C,1,1,8.0,,
1000881,P00258842,M,18-25,14,A,1,0,,,
1000897,P00255842,M,26-35,6,B,4+,0,,,
1000911,P00218942,M,51-55,0,B,3,1,5.0,,
1000911,P00037442,M,51-55,0,Unknown,3,1,,,
1000919,P00252142,F,36-45,1,C,1,0,8.0,,
1000939,P00048242,F,26-35,20,C,2,0,8.0,,
1000940,P00270242,M,0-17,10,C,4+,0,8.0,,
1000954,P00283942,F,26-35,0,B,1,1,5.0,,
1000955,P00032842,,51-55,7,Unknown,1,1,,,abc
