User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1001106,P00245642,M,18-25,4,Unknown,2,0,,11.0,12.0,n
1004186,P00191242,M,26-35,7,Unknown,1,1,,4.0,12.0,T
1002156,P00003642,M,999,19,Unknown,4+,0,,,,Q
1001912,P00339842,,26-35,{error},Unknown,1,1,99999.0,14.0,15.0,n
1004352,P00078442,M,18-25,4,Unknown,0,0,,,,L
1002884,P00220442,F,999,3,Unknown,1,1,,14.0,,Q
1003967,P00286642,F,18-25,2,Unknown,1,0,,14.0,,L
1000974,P00260042,M,36-45,19,Unknown,3,0,,8.0,,n
1002941,P00102642,M,36-45,12,Unknown,1,1,,8.0,9.0,n
1001871,P00174442,F,46-50,1,Unknown,1,1,,,,L
1003913,P00000142,,18-25,{error},Unknown,0,0,99999.0,4.0,abc,Q
1004107,P0096442,F,999,0,Unknown,1,0,,5.0,12.0,Q
1005686,P00107442,M,55+,16,Unknown,1,1,,,,L
1003298,P00248742,,999,{error},Unknown,3,0,99999.0,,abc,L
1004292,P00256742,M,999,0,Unknown,3,1,,,,L
1001941,P00066442,M,36-45,17,Unknown,1,0,,14.0,,n
1000206,P00118042,M,26-35,17,Unknown,1,0,,,,L
1004508,P00082242,M,999,20,Unknown,2,0,,,,Q
1001883,P00252042,F,51-55,0,Unknown,1,1,,14.0,,L
1000411,P00279942,F,46-50,1,Unknown,0,1,,,,n
1001748,P00292842,,51-55,{error},Unknown,1,1,99999.0,17.0,abc,Q
1000919,P00331942,F,36-45,1,Unknown,1,0,,,,T
1005574,P0096642,M,26-35,0,Unknown,4+,0,,3.0,4.0,n
1004573,P00153742,,51-55,{error},Unknown,1,1,99999.0,,,L
1003944,P00102642,,36-45,{error},Unknown,1,0,99999.0,8.0,abc,L
1003792,P00068542,M,26-35,6,Unknown,1,0,,,,L
1001767,P00178442,M,26-35,20,Unknown,1,0,,,,Q
1000812,P00249742,M,26-35,6,Unknown,2,0,,15.0,18.0,n
1005321,P00285342,M,999,4,Unknown,0,0,,8.0,,Q
1005437,P00115142,M,26-35,11,Unknown,4+,0,,8.0,17.0,n
1003892,P00052442,,26-35,{error},Unknown,0,0,99999.0,8.0,abc,Q
1002820,P00018542,F,36-45,0,Unknown,2,0,,,,L
1002302,P00323942,,51-55,{error},Unknown,1,1,99999.0,15.0,,T
1003942,P00194242,M,999,4,Unknown,4+,0,,16.0,,Q
1004873,P00242742,,55+,{error},Unknown,1,1,99999.0,2.0,abc,Q
1002962,P00178142,M,36-45,3,Unknown,2,0,,17.0,,n
1003391,P00116742,M,18-25,4,A,0,0,11.0,,,n
1000531,P00132242,F,18-25,14,B,0,0,5.0,,,T
1000053,P00039942,M,26-35,0,B,1,0,8.0,,,n
1002156,P00003642,M,999,19,Unknown,4+,0,,,,Q
1001765,P00179242,M,18-25,4,C,1,0,11.0,,,n
1002583,P00339942,M,999,7,C,4+,0,,,,Q
1004352,P00078442,M,18-25,4,Unknown,0,0,,,,L
1001701,P00248042,F,26-35,4,B,1,0,8.0,,,n
1005317,P00110542,F,999,0,A,1,0,,,,Q
1004979,P00344842,M,36-45,2,B,1,1,5.0,,,n
1004685,P00177742,M,36-45,1,B,2,1,,,,n
1000319,P00222442,F,51-55,6,B,3,1,5.0,,,n
1001096,P00247642,M,0-17,10,C,1,0,,,,n
1001181,P00126542,M,36-45,7,A,3,1,8.0,,,L
1001871,P00174442,F,46-50,1,Unknown,1,1,,,,L
1001286,P00246842,M,36-45,17,A,1,0,17.0,,,n
1002131,P00180442,M,26-35,0,B,1,0,11.0,,,n
1001130,P00255542,M,18-25,7,C,1,0,5.0,,,T
1000820,P00139542,M,36-45,7,A,1,0,5.0,,,n
1001737,P00105942,M,36-45,20,B,3,0,5.0,,,n
1005686,P00107442,M,55+,16,Unknown,1,1,,,,L
1003298,P00248742,,999,{error},Unknown,3,0,99999.0,,abc,L
1001980,P00292342,M,36-45,7,A,1,0,,,,n
1003108,P00113642,M,51-55,6,B,1,1,8.0,,,n
1004292,P00256742,M,999,0,Unknown,3,1,,,,L
1004685,P00091842,M,36-45,1,B,2,1,,,,n
1000624,P00333242,M,26-35,1,B,3,0,8.0,,,n
1000206,P00118042,M,26-35,17,Unknown,1,0,,,,L
1003245,P00283742,,18-25,{error},C,0,1,99999.0,,,n
1004508,P00082242,M,999,20,Unknown,2,0,,,,Q
1000411,P00279942,F,46-50,1,Unknown,0,1,,,,n
1003403,P00007042,M,36-45,5,C,1,0,1.0,,,n
1003859,P00263542,M,26-35,0,C,1,0,,,,n
1001224,P00153342,,51-55,{error},B,4+,0,99999.0,,abc,Q
1000919,P00331942,F,36-45,1,Unknown,1,0,,,,T
1003562,P00250242,F,26-35,6,B,4+,0,5.0,,,T
1003521,P00357242,M,26-35,0,B,3,0,,,,n
1003217,P00109842,F,36-45,0,A,0,0,8.0,,,n
1002156,P00287342,M,18-25,19,C,4+,0,5.0,,,T
1004573,P00153742,,51-55,{error},Unknown,1,1,99999.0,,,L
1003065,P00075842,,18-25,{error},A,2,0,99999.0,,,n
1003997,P00032442,M,36-45,17,B,1,1,5.0,,,n
1000192,P00170442,M,18-25,1,B,2,0,5.0,,,n
1003792,P00068542,M,26-35,6,Unknown,1,0,,,,L
1005947,P00243742,F,46-50,16,B,1,1,11.0,,,T
1001767,P00178442,M,26-35,20,Unknown,1,0,,,,Q
1002841,P00328242,M,51-55,12,B,1,1,8.0,,,n
1000376,P00296942,M,36-45,1,C,4+,1,8.0,,,n
1002996,P00152942,M,18-25,0,B,1,0,5.0,,,n
1003512,P00111042,M,18-25,17,A,2,0,15.0,,,n
1001639,P00266042,M,26-35,17,B,1,0,8.0,,,n
1001733,P00029142,M,18-25,14,B,0,1,8.0,,,L
1001980,P00347242,M,36-45,7,A,1,0,8.0,,,n
1005976,P00110242,F,26-35,1,C,2,0,8.0,,,T
1003057,P00357842,F,26-35,12,B,1,0,5.0,,,n
1002212,P00312742,M,999,4,A,2,1,,,,Q
1003282,P00089342,M,999,3,A,4+,1,,,,Q
1001410,P00232742,M,51-55,7,B,3,1,8.0,,,n
1002820,P00018542,F,36-45,0,Unknown,2,0,,,,L
1004875,P00270242,,36-45,{error},C,2,0,99999.0,,,n
1005420,P00343442,F,0-17,19,B,4+,0,,,,n
1003208,P00008742,M,26-35,14,B,4+,0,5.0,,,T
1005074,P00112942,M,0-17,0,B,2,0,,16.0,,Q
1003391,P00116742,M,18-25,4,A,0,0,11.0,,,n
1003213,P00121642,F,26-35,1,C,3,0,,14.0,,n
1001272,P00003242,M,18-25,20,B,0,0,8.0,15.0,,n
1000531,P00132242,F,18-25,14,B,0,0,5.0,,,T
1002043,P00295842,M,26-35,14,C,1,1,5.0,8.0,,n
