User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1002761,P00057542,M,36-45,6,Unknown,0,0,,4.0,5.0,T
1000148,P00146742,M,999,17,Unknown,3,1,,13.0,14.0,Q
1001354,P00274942,F,26-35,2,Unknown,3,0,,,,Q
1005516,P00177942,F,51-55,16,Unknown,3,1,,8.0,,n
1000434,P00106742,F,999,3,Unknown,1,0,,5.0,,Q
1004271,P00139942,M,36-45,7,Unknown,2,0,,,,n
1001841,P00048742,M,18-25,0,Unknown,2,0,,,,L
1001941,P00106042,M,999,17,Unknown,1,0,,,,Q
1000289,P00255842,F,26-35,0,Unknown,1,0,,,,n
1001892,P00112542,,26-35,{error},Unknown,2,0,99999.0,11.0,abc,L
1001150,P00336942,F,26-35,20,Unknown,1,0,,,,L
1001609,P00153842,F,36-45,9,Unknown,3,0,,14.0,16.0,n
1001584,P00303042,M,999,19,Unknown,4+,0,,,,T
1002986,P00250742,,26-35,{error},Unknown,2,1,99999.0,,,n
1003065,P00061142,,999,{error},Unknown,2,0,99999.0,16.0,abc,L
1002638,P00289242,M,26-35,14,Unknown,2,0,,8.0,,n
1003296,P00059442,M,18-25,14,Unknown,1,1,,8.0,16.0,L
1004058,P00110542,M,26-35,6,Unknown,3,1,,,,n
1001983,P00323942,M,26-35,14,Unknown,3,0,,15.0,,L
1003700,P00001142,M,999,14,Unknown,2,0,,8.0,14.0,T
1000045,P00047942,F,999,16,Unknown,1,1,,13.0,,Q
1003842,P00224842,F,36-45,16,Unknown,4+,0,,,,L
1001706,P00350942,M,26-35,20,Unknown,1,1,,4.0,5.0,T
1005888,P00209542,,26-35,{error},Unknown,1,0,99999.0,,,T
1001317,P00114442,M,46-50,7,Unknown,3,1,,6.0,,Q
1003842,P00350942,F,36-45,16,Unknown,4+,0,,4.0,5.0,L
1004739,P00014542,,26-35,{error},Unknown,2,0,99999.0,,,n
1002180,P00178842,M,26-35,12,Unknown,3,1,,4.0,9.0,L
1001244,P00061142,,26-35,{error},Unknown,4+,1,99999.0,16.0,abc,Q
1004834,P00370342,,46-50,{error},Unknown,1,1,99999.0,,abc,Q
1000093,P00105342,M,999,17,Unknown,1,1,,2.0,15.0,Q
1002050,P00249542,F,36-45,3,Unknown,2,0,,5.0,15.0,n
