User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1002033,P00256542,F,46-50,20,Unknown,0,0,,13.0,,Q
1001320,P00339542,,26-35,{error},Unknown,2,0,99999.0,,,n
1005198,P00144642,F,18-25,4,Unknown,0,0,,15.0,16.0,Q
1003611,P00170342,,26-35,{error},Unknown,4+,0,99999.0,15.0,,n
1003032,P00336642,M,999,0,Unknown,1,1,,12.0,,T
1002390,P00351142,,26-35,{error},Unknown,1,0,99999.0,8.0,17.0,T
1003483,P00050842,F,999,7,Unknown,0,1,,16.0,,Q
1003425,P0097042,M,18-25,20,Unknown,1,0,,,,n
1003192,P00125742,M,18-25,4,Unknown,1,1,,,,L
1000306,P00057642,M,18-25,0,Unknown,3,0,,15.0,16.0,T
1001753,P00343942,M,36-45,6,Unknown,3,0,,,,L
1003085,P00037142,M,26-35,4,Unknown,1,0,,2.0,5.0,n
1002946,P00160942,M,36-45,16,Unknown,0,1,,16.0,,n
1005592,P00241242,M,999,1,Unknown,4+,1,,11.0,15.0,T
1004478,P00274042,M,0-17,12,Unknown,1,0,,,,n
1003292,P00310542,F,51-55,6,Unknown,3,0,,,,n
1001978,P00058042,,0-17,{error},Unknown,4+,0,99999.0,16.0,,L
1005954,P00264042,,46-50,{error},Unknown,2,1,99999.0,,abc,T
1002398,P00150542,M,26-35,0,Unknown,1,0,,,,n
1005828,P00242742,M,26-35,17,Unknown,1,0,,2.0,9.0,Q
1000216,P00033542,M,999,13,Unknown,1,0,,,,Q
1002909,P00303242,M,26-35,7,Unknown,1,0,,8.0,,n
1004524,P00351342,M,26-35,2,Unknown,2,1,,2.0,16.0,L
1000777,P00025242,M,18-25,19,Unknown,1,0,,4.0,5.0,L
1005596,P00313442,,36-45,{error},Unknown,1,0,99999.0,6.0,8.0,n
1003410,P00113542,M,36-45,1,Unknown,3,1,,17.0,,n
1001639,P00032842,M,26-35,17,Unknown,1,0,,,,n
1004291,P00233242,,999,{error},Unknown,1,0,99999.0,,abc,Q
1000520,P00263442,F,36-45,20,Unknown,2,0,,,,n
1002038,P00216042,F,46-50,1,Unknown,3,1,,8.0,,L
1004682,P00178342,M,999,7,Unknown,3,1,,,,L
1001853,P00288442,M,51-55,0,Unknown,1,1,,14.0,,Q
1005274,P00101942,M,26-35,0,Unknown,4+,0,,17.0,,n
1003878,P00149342,M,999,16,Unknown,4+,0,,16.0,,Q
1001260,P00271542,M,26-35,17,Unknown,0,0,,,,n
1000780,P00193042,,26-35,{error},Unknown,3,0,99999.0,6.0,16.0,n
1003771,P00026742,,26-35,{error},Unknown,0,0,99999.0,11.0,,n
1001413,P00106042,,18-25,{error},Unknown,1,1,99999.0,,abc,Q
