User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1003934,P00087342,M,26-35,0,Unknown,2,0,,14.0,16.0
1003942,P00251942,M,18-25,4,Unknown,4+,0,,2.0,5.0
1003957,P00115642,M,36-45,11,Unknown,1,0,,14.0,
1003978,P00220942,,999,13,Unknown,2,1,,,abc
1003992,P00254242,M,26-35,4,Unknown,1,0,,11.0,12.0
1003994,P00150542,M,51-55,7,Unknown,2,1,,,
1004001,P00046442,F,26-35,1,Unknown,1,1,,,
1004013,P00182142,M,999,1,Unknown,4+,1,,5.0,6.0
1004016,P00000142,,51-55,0,Unknown,1,0,,4.0,5.0
1004026,P00286042,M,26-35,7,Unknown,2,0,,,
1004033,P00014542,M,26-35,6,Unknown,1,0,,,
1004048,P00109542,F,999,1,Unknown,1,0,,14.0,17.0
1004049,P00275842,M,46-50,11,Unknown,3,1,,9.0,15.0
1004053,P00271442,,26-35,18,Unknown,1,0,,,abc
1004058,P00110542,M,26-35,6,Unknown,3,1,,,
1004070,P00221442,M,999,15,Unknown,2,0,,2.0,5.0
1004081,P00296242,M,18-25,12,Unknown,2,0,,,
1004085,P00253142,F,26-35,6,Unknown,1,0,,2.0,5.0
1004094,P00268342,,26-35,17,Unknown,3,0,,,
1004107,P00011942,F,999,0,Unknown,1,0,,13.0,14.0
1004116,P0098342,M,36-45,7,Unknown,2,0,,2.0,
1004124,P00030942,M,26-35,18,Unknown,1,1,,5.0,9.0
1004133,P00156742,M,46-50,4,Unknown,2,0,,6.0,8.0
1004141,P00044142,,999,17,Unknown,2,0,,16.0,abc
1004156,P00127642,M,55+,20,Unknown,1,0,,2.0,15.0
1004166,P00343042,F,26-35,7,Unknown,0,1,,18.0,
1004186,P00296542,M,26-35,7,Unknown,1,1,,,
1004213,P00201342,M,999,7,Unknown,4+,0,,2.0,9.0
1004225,P00150542,,26-35,3,Unknown,4+,0,,,
1004227,P00353142,M,26-35,19,Unknown,0,0,,,
1004241,P00351242,M,36-45,7,Unknown,1,1,,4.0,5.0
1004253,P00034842,M,999,11,Unknown,0,0,,14.0,
1004258,P00085442,M,26-35,17,Unknown,2,0,,14.0,
1004268,P00222142,,46-50,20,Unknown,3,0,,13.0,abc
1004277,P00178142,M,36-45,16,Unknown,0,0,,17.0,
