User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1000329,P00003442,M,36-45,7,Unknown,1,0,,5.0,8.0,n
1005767,P00147742,M,999,2,Unknown,0,0,,16.0,,Q
1002639,P00307642,F,26-35,6,Unknown,3,0,,6.0,,n
1004732,P00111542,M,26-35,14,Unknown,2,1,,17.0,,Q
1004607,P00226342,M,999,0,Unknown,4+,0,,15.0,,Q
1004600,P00085942,M,26-35,0,Unknown,2,1,,4.0,8.0,L
1000909,P00102342,M,46-50,7,Unknown,2,0,,14.0,17.0,L
1000370,P00236542,M,18-25,17,Unknown,3,0,,11.0,,n
1003751,P00085442,F,36-45,12,Unknown,4+,0,,14.0,,n
1003391,P00334142,,999,{error},Unknown,0,0,99999.0,,abc,T
1005697,P00157542,M,999,0,Unknown,1,0,,14.0,,Q
1005802,P00176542,F,26-35,0,Unknown,4+,0,,14.0,17.0,L
1003408,P00201442,M,26-35,17,Unknown,1,0,,6.0,8.0,Q
1001632,P0098942,M,26-35,16,Unknown,1,0,,,,n
1005605,P00189842,F,18-25,2,Unknown,0,0,,4.0,5.0,n
1005744,P00125142,,26-35,{error},Unknown,2,0,99999.0,,,n
1003012,P00358442,M,26-35,12,Unknown,1,1,,15.0,,Q
1004411,P00250242,M,18-25,4,Unknown,3,0,,,,L
1001133,P00026042,M,999,2,Unknown,0,0,,14.0,17.0,L
1005369,P00101342,M,26-35,15,Unknown,1,0,,8.0,,T
1001733,P00365142,M,18-25,14,Unknown,0,1,,16.0,,T
1002962,P00330342,M,36-45,3,Unknown,2,0,,11.0,16.0,T
1003353,P00036742,M,36-45,17,Unknown,3,0,,16.0,,n
1004737,P00205942,M,999,16,Unknown,1,0,,8.0,14.0,Q
1004958,P00020842,M,18-25,7,Unknown,1,0,,,,n
1000111,P00044142,M,36-45,15,Unknown,3,0,,16.0,,L
1005018,P00212242,F,55+,12,Unknown,1,1,,,,n
