User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1005483,P00006142,F,26-35,6,Unknown,3,0,,,,n
1001058,P00196042,M,999,1,Unknown,2,0,,9.0,15.0,L
1002728,P0097342,M,36-45,12,Unknown,1,0,,15.0,16.0,Q
1004809,P00100642,F,999,4,Unknown,1,1,,15.0,,L
1005555,P00004442,M,999,10,Unknown,2,0,,2.0,,Q
1002068,P00259142,F,36-45,12,Unknown,2,0,,,,L
1000425,P00302142,,26-35,{error},Unknown,1,1,99999.0,14.0,,T
1003626,P00128742,,26-35,{error},Unknown,3,0,99999.0,,abc,Q
1004425,P00082342,M,36-45,7,Unknown,1,0,,16.0,,L
1003927,P00053942,F,999,16,Unknown,2,0,,2.0,5.0,Q
1001181,P00253442,M,999,7,Unknown,3,1,,8.0,,L
1004216,P00350442,,999,{error},Unknown,2,0,99999.0,3.0,abc,L
1004785,P00354942,,26-35,{error},Unknown,0,1,99999.0,,abc,Q
1002507,P00267142,M,26-35,4,Unknown,0,1,,12.0,,L
1001979,P00297342,M,55+,17,Unknown,4+,0,,,,n
1002116,P00166142,,18-25,{error},Unknown,4+,1,99999.0,,abc,L
1003180,P00006942,M,26-35,14,Unknown,1,0,,5.0,6.0,L
1001676,P00125942,M,18-25,4,Unknown,4+,0,,2.0,15.0,n
1005931,P00289242,F,18-25,7,Unknown,3,0,,8.0,,n
1002032,P00230242,M,51-55,14,Unknown,4+,1,,15.0,,n
1002784,P00115842,,999,{error},Unknown,2,1,99999.0,,abc,L
1004995,P00294342,,51-55,{error},Unknown,0,1,99999.0,,,n
1005519,P00179142,M,36-45,15,Unknown,3,0,,,,L
1003471,P00196342,M,18-25,4,Unknown,1,0,,9.0,14.0,T
1000850,P00111542,M,36-45,0,Unknown,3,1,,17.0,,Q
1005880,P00153742,M,999,1,Unknown,1,1,,,,Q
1005643,P00120142,F,36-45,1,Unknown,3,1,,,,L
1002942,P00003642,F,999,1,Unknown,1,1,,,,Q
1003882,P00293242,M,55+,14,Unknown,1,1,,16.0,,L
1002114,P00187442,M,999,18,Unknown,0,0,,4.0,5.0,Q
1001869,P00248942,M,46-50,14,Unknown,4+,1,,6.0,14.0,Q
1003875,P00270142,M,26-35,0,Unknown,4+,0,,,,L
1005306,P00022442,,26-35,{error},Unknown,4+,0,99999.0,16.0,,n
1000067,P00293742,F,51-55,5,Unknown,4+,1,,,,Q
1002183,P00276542,,55+,{error},Unknown,2,0,99999.0,,,L
1002731,P00233542,M,36-45,7,Unknown,1,0,,15.0,,T
1002910,P00219742,M,0-17,19,Unknown,0,0,,11.0,16.0,Q
1000119,P00350942,F,0-17,10,Unknown,1,0,,4.0,5.0,L
1004457,P00028542,M,36-45,14,Unknown,1,0,,8.0,14.0,L
1005601,P00080342,,999,{error},Unknown,2,1,99999.0,6.0,abc,Q
1005483,P00006142,F,26-35,6,Unknown,3,0,,,,n
1003462,P00139942,F,26-35,4,B,3,0,5.0,,,n
1001379,P00279442,F,55+,13,C,2,1,16.0,,,n
1003751,P00150142,F,36-45,12,B,4+,0,8.0,,,n
1002131,P00115842,M,26-35,0,B,1,0,16.0,,,L
1004579,P00339542,F,999,4,B,1,1,,,,Q
1000127,P00338542,F,46-50,3,C,1,1,1.0,,,n
1002068,P00259142,F,36-45,12,Unknown,2,0,,,,L
1000720,P00224142,M,18-25,0,B,0,0,,,,Q
1005906,P00178242,F,18-25,4,C,1,1,8.0,,,L
1001503,P00344042,M,999,12,A,2,0,,,,Q
1003626,P00128742,,26-35,{error},Unknown,3,0,99999.0,,abc,Q
1003725,P00093642,M,18-25,4,C,3,0,,,,Q
1003566,P00113942,M,46-50,0,C,3,0,8.0,,,L
1003292,P00288642,,51-55,{error},B,3,0,99999.0,,,n
1004779,P00153742,M,46-50,3,C,2,1,8.0,,,T
1004834,P00370142,F,46-50,9,C,1,1,16.0,,,n
1000286,P00331942,M,26-35,1,C,3,0,5.0,,,n
1004785,P00354942,,26-35,{error},Unknown,0,1,99999.0,,abc,Q
1001897,P00351442,F,51-55,2,A,1,1,8.0,,,n
1002820,P00248142,F,36-45,0,A,2,0,5.0,,,n
1001979,P00297342,M,55+,17,Unknown,4+,0,,,,n
1003335,P00010242,M,26-35,0,A,4+,0,,,,n
1004089,P00207242,M,26-35,7,A,1,0,5.0,,,n
1002116,P00166142,,18-25,{error},Unknown,4+,1,99999.0,,abc,L
1005450,P00195242,M,18-25,12,A,1,0,,,,Q
1002259,P00177042,F,55+,16,C,1,1,8.0,,,T
