User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1001699,P00085142,,26-35,{error},Unknown,0,0,99999.0,13.0,14.0,n
1005329,P00119442,F,26-35,5,Unknown,1,0,,,,n
1003733,P00116842,M,18-25,4,Unknown,1,0,,5.0,8.0,n
1000278,P00123142,,999,{error},Unknown,4+,1,99999.0,,abc,Q
1000331,P00053742,M,999,7,Unknown,1,0,,14.0,,T
1001634,P00157542,F,55+,0,Unknown,4+,0,,14.0,,L
1002263,P00296042,M,26-35,6,Unknown,2,1,,13.0,16.0,L
1005790,P00110842,,36-45,{error},Unknown,2,1,99999.0,2.0,5.0,L
1000727,P00161442,M,36-45,11,Unknown,4+,1,,14.0,,L
1000752,P00218642,F,26-35,3,Unknown,3,0,,,,Q
1003950,P00010242,M,26-35,4,Unknown,3,0,,,,n
1002098,P00124542,M,36-45,20,Unknown,0,1,,,,Q
1000092,P00316842,F,18-25,4,Unknown,1,0,,5.0,,L
1004026,P00150442,,26-35,{error},Unknown,2,0,99999.0,,,n
1004404,P00146842,M,26-35,1,Unknown,1,0,,8.0,16.0,L
1005722,P00151542,M,26-35,20,Unknown,2,1,,,,L
1001181,P00302042,M,36-45,7,Unknown,3,1,,,,n
1005277,P00110142,M,26-35,20,Unknown,2,0,,,,n
1004409,P00249742,M,26-35,14,Unknown,1,1,,15.0,18.0,L
1003780,P00116842,M,0-17,0,Unknown,0,0,,5.0,8.0,Q
1002753,P00078742,F,51-55,20,Unknown,1,1,,8.0,14.0,n
1004957,P00176242,M,999,2,Unknown,1,1,,,,Q
1004532,P00208742,M,26-35,7,Unknown,2,0,,6.0,16.0,n
1001988,P00158242,,26-35,{error},Unknown,2,0,99999.0,8.0,abc,L
1000235,P00015742,M,26-35,0,Unknown,0,0,,,,n
1000411,P00288442,,999,{error},Unknown,0,1,99999.0,14.0,abc,Q
1004028,P00146742,,26-35,{error},Unknown,2,0,99999.0,13.0,14.0,n
1005279,P00205442,F,999,14,Unknown,2,1,,8.0,14.0,L
1001299,P00265142,,26-35,{error},Unknown,1,0,99999.0,12.0,,n
1004645,P00212842,,999,{error},Unknown,1,1,99999.0,16.0,abc,Q
1001647,P00174142,M,18-25,18,Unknown,0,0,,4.0,9.0,n
1001389,P00105142,M,26-35,17,Unknown,4+,1,,2.0,15.0,L
1000386,P00265542,M,999,0,Unknown,1,1,,8.0,,Q
