User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1001639,P00148742,M,26-35,17,Unknown,1,0,,17.0,,T
1003625,P00042142,M,999,10,Unknown,1,0,,2.0,6.0,L
1001733,P00163442,M,18-25,14,Unknown,0,1,,8.0,13.0,n
1000161,P00359242,M,46-50,16,Unknown,4+,1,,5.0,17.0,n
1001409,P00173042,,999,{error},Unknown,1,1,99999.0,15.0,abc,Q
1001878,P00230942,,0-17,{error},Unknown,2,0,99999.0,14.0,,L
1003067,P00104842,F,26-35,0,Unknown,1,0,,,,L
1003523,P00114942,,999,{error},Unknown,0,0,99999.0,15.0,abc,T
1005329,P00327242,F,26-35,5,Unknown,1,0,,8.0,,L
1001140,P00088242,F,46-50,2,Unknown,2,1,,10.0,13.0,Q
1003486,P00060242,F,18-25,0,Unknown,1,0,,4.0,,L
1002592,P00157642,M,51-55,7,Unknown,1,1,,14.0,16.0,Q
1005954,P00266142,,46-50,{error},Unknown,2,1,99999.0,11.0,,L
1002873,P00225142,F,999,4,Unknown,1,0,,14.0,,Q
1003648,P00265242,,18-25,{error},Unknown,1,0,99999.0,8.0,,n
1000587,P00121642,M,26-35,20,Unknown,3,0,,14.0,,L
1003308,P00160542,F,18-25,20,Unknown,3,1,,12.0,,n
1001790,P00065342,M,26-35,0,Unknown,1,0,,15.0,,n
1002013,P00052842,,46-50,{error},Unknown,1,1,99999.0,15.0,abc,Q
1004194,P00212742,M,999,4,Unknown,1,1,,,,L
1000390,P00343542,M,26-35,4,Unknown,0,0,,11.0,,n
1001100,P00227942,M,26-35,0,Unknown,0,1,,5.0,,Q
1005053,P00352242,M,26-35,4,Unknown,3,0,,6.0,16.0,T
1000301,P00317942,M,18-25,4,Unknown,4+,0,,16.0,,Q
1002420,P00064142,M,51-55,7,Unknown,2,1,,,,n
1001626,P00181342,M,18-25,4,Unknown,0,1,,,,n
1001733,P00296142,M,999,14,Unknown,0,1,,,,L
1005646,P00258742,M,18-25,4,Unknown,2,0,,,,L
1002854,P00119142,F,999,4,Unknown,1,0,,4.0,12.0,Q
1004074,P00271142,M,36-45,6,Unknown,0,0,,,,L
1004539,P00116542,M,999,19,Unknown,0,0,,17.0,,Q
1005561,P00210342,F,999,3,Unknown,0,1,,4.0,,L
1003336,P00208042,M,999,17,Unknown,2,1,,,,Q
1000355,P0099342,,18-25,{error},Unknown,2,0,99999.0,8.0,abc,Q
1001005,P00173342,M,36-45,11,Unknown,1,0,,6.0,14.0,Q
1003481,P00249042,M,18-25,4,B,1,1,7.0,,,n
1001096,P00158442,M,0-17,10,C,1,0,5.0,,,n
1002564,P00108442,F,999,20,C,2,1,,,,Q
1000314,P00214442,F,55+,9,C,1,0,8.0,,,T
1003067,P00104842,F,26-35,0,Unknown,1,0,,,,L
1001546,P00366542,M,26-35,4,A,4+,1,5.0,,,n
1003503,P00120642,M,18-25,4,B,0,0,5.0,,,n
1005100,P00000542,M,999,6,B,1,1,,,,Q
1003550,P00209442,M,999,5,B,0,0,,,,Q
1002544,P00124842,M,46-50,1,B,1,0,11.0,,,n
1005582,P00288042,M,46-50,1,C,2,1,8.0,,,n
1001748,P00298442,M,51-55,1,A,1,1,16.0,,,n
1003052,P00121042,,999,{error},B,0,1,99999.0,,abc,Q
1003491,P00014542,M,26-35,16,B,1,0,8.0,,,n
1002215,P00073642,F,26-35,0,B,2,1,,,,Q
1004305,P00233242,,46-50,{error},B,1,1,99999.0,,,n
1001679,P00296942,,26-35,{error},B,4+,1,99999.0,,,n
1002348,P00126842,M,999,12,C,4+,1,,,,Q
1005605,P00189242,F,18-25,2,A,0,0,,,,T
1003878,P00192942,M,36-45,16,B,4+,0,,,,Q
1000173,P00348742,M,26-35,0,B,1,1,16.0,,,n
1002753,P00088742,F,51-55,20,B,1,1,5.0,,,n
1001265,P00150542,F,999,20,B,0,1,,,,T
1002826,P00258742,M,36-45,12,A,4+,1,5.0,,,n
1001252,P00338542,M,55+,13,C,3,0,,,,n
1005650,P00100942,F,36-45,12,B,2,1,5.0,,,L
1000500,P0097142,F,18-25,2,A,0,0,12.0,,,n
1001693,P00317842,M,26-35,12,C,1,1,8.0,,,n
1004887,P00249842,M,999,2,B,1,1,,,,Q
