User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000048,P00102042,,999,4,Unknown,3,1,,,abc
1000053,P00217142,M,26-35,0,Unknown,1,0,,15.0,
1000058,P00089442,M,26-35,2,Unknown,3,0,,,
1000073,P00262242,M,18-25,4,Unknown,4+,0,,11.0,16.0
1000092,P00237042,F,999,4,Unknown,1,0,,4.0,
1000116,P00295842,,26-35,17,Unknown,2,1,,8.0,
1000118,P00057942,M,36-45,17,Unknown,4+,0,,2.0,6.0
1000125,P00258842,M,46-50,14,Unknown,3,1,,,
1000131,P00085042,M,999,4,Unknown,4+,0,,6.0,
1000139,P00331242,F,26-35,20,Unknown,2,0,,17.0,
1000163,P00280842,,18-25,4,Unknown,1,0,,8.0,abc
1000171,P00080342,F,51-55,17,Unknown,1,1,,6.0,8.0
1000175,P0095142,F,999,2,Unknown,1,0,,4.0,
1000187,P00141442,F,46-50,1,Unknown,1,0,,14.0,
1000193,P00015742,F,46-50,15,Unknown,1,1,,,
1000198,P00316642,,26-35,12,Unknown,0,1,,5.0,
1000202,P00039742,M,999,4,Unknown,3,0,,,
1000208,P00351342,M,36-45,17,Unknown,1,1,,2.0,16.0
1000216,P00036842,M,46-50,13,Unknown,1,0,,14.0,16.0
1000229,P00334242,M,18-25,10,Unknown,1,0,,8.0,
1000238,P00104542,,999,7,Unknown,0,0,,,abc
1000255,P00112542,M,36-45,0,Unknown,1,1,,11.0,15.0
1000265,P00236942,F,36-45,7,Unknown,4+,1,,,
1000289,P00298442,F,26-35,0,Unknown,1,0,,,
1000302,P00273942,M,999,4,Unknown,4+,0,,12.0,
1000313,P00334242,,18-25,4,Unknown,4+,0,,8.0,
1000329,P00165442,M,36-45,7,Unknown,1,0,,15.0,16.0
1000331,P0093942,M,26-35,7,Unknown,1,0,,16.0,
1000335,P00226542,M,999,18,Unknown,0,1,,5.0,
