User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1003380,P00177442,M,999,0,Unknown,2,1,,6.0,8.0
1003391,P00196542,M,18-25,4,Unknown,0,0,,8.0,14.0
1003396,P00354342,M,26-35,12,Unknown,4+,0,,11.0,
1003401,P00182342,,36-45,7,Unknown,1,0,,5.0,6.0
1003405,P00272442,M,999,14,Unknown,4+,0,,,
1003412,P00211142,M,26-35,18,Unknown,1,0,,,
1003418,P00049342,F,18-25,3,Unknown,4+,0,,,
1003430,P00113942,F,46-50,1,Unknown,1,1,,,
1003432,P00362442,,999,12,Unknown,4+,0,,,abc
1003441,P00142142,F,26-35,14,Unknown,2,0,,2.0,15.0
1003450,P00255942,M,26-35,5,Unknown,3,0,,16.0,
1003464,P00213242,F,26-35,14,Unknown,4+,1,,8.0,
1003471,P00001842,M,999,4,Unknown,1,0,,,
1003475,P00266542,,26-35,14,Unknown,1,0,,16.0,
1003477,P00117442,F,51-55,1,Unknown,1,1,,14.0,
1003489,P00034642,M,18-25,4,Unknown,1,0,,5.0,
1003498,P00259942,M,999,17,Unknown,3,0,,,
1003507,P00155642,M,26-35,0,Unknown,3,0,,,
1003511,P00086342,,51-55,0,Unknown,2,1,,,abc
1003517,P00106042,M,18-25,12,Unknown,3,0,,,
1003519,P00344942,F,999,14,Unknown,1,1,,,
1003526,P00117142,M,36-45,2,Unknown,1,1,,17.0,
1003532,P00129542,F,36-45,14,Unknown,1,0,,14.0,
1003546,P00114742,,26-35,20,Unknown,3,0,,,
1003550,P00160942,M,999,5,Unknown,0,0,,16.0,
1003562,P00365642,F,26-35,6,Unknown,4+,0,,8.0,
1003571,P00307542,M,18-25,4,Unknown,1,0,,15.0,
1003579,P00193542,M,18-25,0,Unknown,2,0,,2.0,
1003585,P00177842,,999,20,Unknown,0,1,,,abc
1003590,P00003642,F,18-25,15,Unknown,1,0,,,
1003592,P00176542,F,55+,2,Unknown,2,1,,14.0,17.0
1003603,P00009042,F,36-45,7,Unknown,0,1,,16.0,
1003614,P00152742,M,999,0,Unknown,2,1,,,
1003620,P00366342,,26-35,7,Unknown,1,0,,14.0,
1003630,P00173942,M,18-25,4,Unknown,2,0,,5.0,6.0
1003647,P0097242,M,26-35,7,Unknown,0,1,,16.0,
1003652,P00183242,M,999,12,Unknown,3,0,,15.0,
1003658,P00297742,F,26-35,7,Unknown,4+,0,,17.0,
1003669,P00116742,,26-35,14,Unknown,2,0,,,abc
1003383,P00114542,M,55+,16,C,4+,1,,,
1003398,P00255842,M,18-25,20,C,4+,1,16.0,,
1003401,P00177842,M,36-45,7,B,1,0,8.0,,
1003401,P00216742,M,999,7,B,1,0,,,
1003402,P00086242,M,36-45,20,B,4+,0,10.0,,
1003405,P00272442,M,999,14,Unknown,4+,0,,,
1003411,P00271142,M,18-25,4,A,4+,0,5.0,,
1003411,P00220342,M,18-25,4,A,4+,0,5.0,,
1003412,P00156442,M,26-35,18,C,1,0,8.0,,
1003412,P00211142,M,26-35,18,Unknown,1,0,,,
1003412,P00283942,M,26-35,18,C,1,0,5.0,,
1003418,P00049342,F,18-25,3,Unknown,4+,0,,,
1003422,P00257542,M,26-35,5,B,2,0,5.0,,
1003430,P00113942,F,46-50,1,Unknown,1,1,,,
1003430,P00074242,F,46-50,1,B,1,1,,,
1003432,P00362442,,999,12,Unknown,4+,0,,,abc
1003434,P00069042,M,18-25,4,B,1,0,3.0,,
1003438,P00234742,F,26-35,0,C,0,1,8.0,,
1003447,P00250342,,26-35,12,B,0,0,,,
1003450,P00240142,M,26-35,5,B,3,0,5.0,,
1003453,P00026642,M,36-45,7,C,1,0,,,
1003471,P00001842,M,999,4,Unknown,1,0,,,
1003471,P00012142,M,18-25,4,A,1,0,,,
1003475,P00014242,M,999,14,A,1,0,,,
1003475,P00012042,M,26-35,14,A,1,0,8.0,,
1003476,P00104842,M,51-55,0,B,2,1,,,
1003484,P00212942,M,18-25,4,C,1,0,,,
1003487,P00115842,M,18-25,4,A,1,1,16.0,,
1003487,P00150542,,999,4,A,1,1,,,abc
1003498,P00259942,M,999,17,Unknown,3,0,,,
1003501,P00188842,F,36-45,7,C,1,0,,,
1003507,P00116742,M,26-35,0,A,3,0,11.0,,
1003507,P00155642,M,26-35,0,Unknown,3,0,,,
1003507,P00001442,M,26-35,0,A,3,0,8.0,,
1003507,P00285242,M,999,0,A,3,0,,,
1003511,P00086342,,51-55,0,Unknown,2,1,,,abc
1003513,P00313242,M,999,16,C,1,0,,,
1003517,P00106042,M,18-25,12,Unknown,3,0,,,
1003518,P00303742,F,18-25,7,A,2,0,8.0,,
1003518,P00356742,F,18-25,7,A,2,0,,,
1003519,P00344942,F,999,14,Unknown,1,1,,,
1003526,P00316142,M,36-45,2,B,1,1,5.0,,
1003526,P00052042,M,36-45,2,B,1,1,,,
1003526,P00104542,M,36-45,2,B,1,1,8.0,,
1003531,P00327342,F,26-35,11,C,1,1,16.0,,
1003546,P00114742,,26-35,20,Unknown,3,0,,,
1003546,P00323642,M,26-35,20,B,3,0,8.0,,
1003558,P00344742,M,18-25,17,A,3,0,,,
1003558,P00006142,M,18-25,17,A,3,0,8.0,,
1003562,P00294642,F,26-35,6,B,4+,0,8.0,,
1003563,P00302342,M,26-35,2,A,3,0,8.0,,
1003576,P00325542,,51-55,7,B,3,1,,,
1003576,P00299142,M,51-55,7,B,3,1,5.0,,
1003577,P00230442,F,55+,0,C,2,0,14.0,,
1003581,P00104542,M,18-25,1,C,0,0,,,
1003585,P00177842,,999,20,Unknown,0,1,,,abc
1003585,P00253042,M,36-45,20,A,0,1,8.0,,
1003590,P00003642,F,18-25,15,Unknown,1,0,,,
1003590,P00249842,F,18-25,15,A,1,0,8.0,,
1003603,P00121942,F,36-45,7,B,0,1,8.0,,
1003607,P00313342,,36-45,17,C,0,0,,,abc
1003609,P00026142,F,26-35,17,C,3,0,5.0,,
1003614,P00152742,M,999,0,Unknown,2,1,,,
1003618,P00274942,M,55+,17,A,4+,1,8.0,,
