User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1004973,P00121342,,55+,2,Unknown,1,1,,5.0,18.0
1004989,P00113042,M,999,0,Unknown,2,1,,16.0,
1005000,P00191742,M,26-35,4,Unknown,4+,0,,11.0,
1005004,P00313342,F,55+,1,Unknown,1,1,,,
1005011,P00120242,M,18-25,4,Unknown,1,0,,,
1005024,P00085942,,999,1,Unknown,1,0,,4.0,abc
1005031,P00034842,F,26-35,4,Unknown,0,0,,14.0,
1005042,P00286342,F,18-25,2,Unknown,4+,1,,,
1005046,P00121642,M,26-35,16,Unknown,0,0,,14.0,
1005059,P00194642,M,999,16,Unknown,1,1,,6.0,13.0
1005074,P00276042,,0-17,0,Unknown,2,0,,8.0,
1005084,P00025242,M,18-25,4,Unknown,1,0,,4.0,5.0
1005090,P00002442,F,36-45,19,Unknown,3,1,,15.0,
1005100,P00358342,M,999,6,Unknown,1,1,,15.0,16.0
1005108,P00220242,F,26-35,9,Unknown,3,1,,12.0,
1005118,P00161542,,0-17,10,Unknown,2,0,,15.0,abc
1005134,P00265242,M,26-35,17,Unknown,2,0,,8.0,
1005139,P00222842,M,999,16,Unknown,4+,1,,,
1005150,P00352942,M,26-35,3,Unknown,3,1,,2.0,
1005158,P00023842,F,18-25,4,Unknown,4+,0,,4.0,
1005169,P00121642,,51-55,4,Unknown,0,0,,14.0,
1005175,P00297042,F,999,9,Unknown,1,0,,,
1005185,P00011842,F,36-45,4,Unknown,1,0,,14.0,
1005205,P00017242,M,26-35,1,Unknown,0,1,,,
1005220,P00347642,M,26-35,7,Unknown,4+,0,,6.0,
1005220,P00343342,,999,7,Unknown,4+,0,,4.0,abc
1005233,P00248942,M,26-35,5,Unknown,0,1,,6.0,14.0
1005244,P00265242,M,18-25,4,Unknown,1,0,,8.0,
1005253,P00115942,F,55+,13,Unknown,1,0,,17.0,
1005256,P00139742,M,999,16,Unknown,4+,1,,16.0,
1005260,P00086042,,36-45,7,Unknown,1,1,,14.0,17.0
1005269,P00059442,M,18-25,0,Unknown,4+,0,,8.0,16.0
1005274,P00101942,M,26-35,0,Unknown,4+,0,,17.0,
1005286,P00138542,M,999,16,Unknown,0,0,,6.0,
