User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1004535,P00243942,L,18-25,19,Unknown,1,0,,2.0,15.0
1001224,P00277642,Q,999,13,B,4+,0,99999.0,3.0,abc
1005584,P00246342,Q,51-55,0,Unknown,4+,0,,15.0,
1003195,P00321742,M,18-25,4,B,4+,0,5.0,8.0,17.0
1005222,P00283942,M,26-35,12,B,1,0,5.0,,
1005257,P00018542,F,26-35,2,A,4+,0,16.0,,
1001181,P00304642,Q,999,7,A,3,1,,14.0,15.0
1003834,P00033042,M,18-25,2,B,2,0,,14.0,
1000697,P00108542,L,51-55,6,A,3,1,5.0,8.0,14.0
1005847,P00063342,Q,999,4,B,2,0,,2.0,9.0
1004639,P00295942,Q,36-45,11,B,2,0,99999.0,5.0,abc
1001793,P00296042,M,26-35,4,B,1,0,8.0,13.0,16.0
1001918,P00010742,F,46-50,6,C,2,1,1.0,8.0,17.0
1000034,P00157642,F,18-25,0,A,0,0,1.0,14.0,16.0
1005792,P00054242,M,26-35,17,B,1,1,,6.0,14.0
1001969,P00191942,F,26-35,3,B,4+,0,2.0,3.0,4.0
1003014,P00057642,M,36-45,7,B,4+,1,1.0,15.0,16.0
1002670,P00207942,T,36-45,6,B,1,0,,8.0,
1004585,P00274442,,36-45,7,Unknown,3,0,99999.0,18.0,
1005615,P00335242,M,36-45,7,C,4+,0,5.0,8.0,
1000721,P00370242,F,36-45,9,B,1,0,5.0,,
1005100,P00057342,M,51-55,6,B,1,1,4.0,5.0,
1006040,P00265342,M,26-35,6,B,2,0,,,
1003363,P00085942,,36-45,9,B,2,1,99999.0,4.0,8.0
1003808,P00103442,M,26-35,7,A,2,1,11.0,,
1004969,P00089542,L,18-25,19,A,2,0,5.0,,
1002909,P00101542,M,26-35,7,A,1,0,13.0,16.0,
1002186,P00127342,M,18-25,5,C,4+,0,,2.0,15.0
1000754,P00044442,M,36-45,7,C,3,0,1.0,16.0,
1000710,P00303042,M,26-35,20,A,4+,0,5.0,,
1001161,P00005042,Q,999,0,A,1,0,,16.0,
1005522,P00040442,M,26-35,14,B,0,0,,14.0,
1001010,P00093242,Q,26-35,0,A,1,0,,,
1002751,P00273542,T,26-35,16,C,3,1,,14.0,
1004647,P00119842,Q,36-45,20,B,1,1,,17.0,
1003476,P00091142,M,51-55,0,B,2,1,8.0,,
1005545,P00277442,F,36-45,16,C,3,1,1.0,6.0,15.0
1005667,P00122542,M,36-45,7,B,1,1,,,
1004821,P0096942,M,18-25,19,C,1,0,,4.0,
1003734,P00342742,M,18-25,4,C,1,0,8.0,14.0,
1003587,P00111242,L,36-45,3,Unknown,1,0,,18.0,
1001797,P00195242,M,36-45,7,C,2,0,8.0,,
1005950,P00106642,M,26-35,4,B,2,1,7.0,,
1000531,P00113142,F,18-25,14,B,0,0,1.0,5.0,12.0
1004390,P00325742,M,26-35,0,Unknown,2,0,,9.0,
1000010,P00191342,Q,999,1,B,4+,1,,4.0,9.0
1000454,P00010742,L,26-35,20,Unknown,2,1,,8.0,17.0
1004834,P00134142,T,46-50,9,C,1,1,5.0,,
1000931,P00086342,Q,999,1,Unknown,0,0,,,
1003311,P00179342,L,26-35,4,Unknown,4+,0,99999.0,,abc
1003618,P00049342,M,55+,17,A,4+,1,8.0,,
1005255,P00297742,T,0-17,10,A,3,0,8.0,17.0,
1004759,P00114942,Q,999,0,C,1,1,,15.0,16.0
1001613,P00303142,T,18-25,20,A,1,0,5.0,,
1003412,P00274942,M,26-35,18,C,1,0,8.0,,
1001400,P00155742,Q,26-35,7,B,4+,0,,,
1001599,P00244142,M,26-35,0,A,1,0,1.0,2.0,15.0
1005230,P00128242,M,26-35,12,B,4+,0,,12.0,14.0
1001950,P00030842,L,26-35,12,Unknown,1,0,,2.0,15.0
1002453,P00207842,Q,26-35,7,B,0,0,,16.0,
1002665,P00282042,M,36-45,11,B,1,0,5.0,15.0,
1003507,P00346042,M,26-35,0,A,3,0,6.0,8.0,15.0
1002050,P0097242,Q,36-45,3,C,2,0,,16.0,
1005585,P00150942,Q,999,4,Unknown,4+,0,,11.0,13.0
1004907,P00224442,L,51-55,7,Unknown,0,1,99999.0,,
1004956,P00258742,T,36-45,15,B,1,1,5.0,,
1003081,P00119142,Q,999,7,B,1,1,,4.0,12.0
1004604,P00028842,T,26-35,15,C,1,1,,8.0,
1003285,P00263442,M,26-35,4,B,3,0,16.0,,
1002265,P00084842,M,55+,13,C,1,1,,16.0,
1005625,P00005042,M,26-35,1,C,3,1,6.0,16.0,
1003482,P00209742,L,51-55,17,C,2,1,1.0,11.0,15.0
1000928,P00014642,Q,55+,16,C,4+,1,,14.0,17.0
1005808,P00287342,F,26-35,7,C,2,1,5.0,,
1002038,P00318742,F,46-50,1,B,3,1,1.0,8.0,
1002288,P00109142,M,0-17,10,B,2,0,8.0,17.0,
1004995,P00154442,L,51-55,20,B,0,1,8.0,14.0,
1002015,P00034042,Q,18-25,4,B,4+,0,,2.0,16.0
1001425,P00327742,M,0-17,10,Unknown,1,0,,,
1003539,P00000742,F,26-35,4,Unknown,1,1,,14.0,
1003051,P00210542,Q,999,17,Unknown,0,0,99999.0,,abc
