User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1004139,P00208242,M,55+,14,B,1,1,8.0,,
1002216,P00242142,F,26-35,20,C,0,0,5.0,9.0,
1005523,P00278242,M,36-45,0,B,2,1,1.0,,
1004062,P00279542,M,26-35,7,Unknown,1,0,,,
1004506,P00138542,T,51-55,16,Unknown,2,0,,6.0,
1001745,P00279442,M,46-50,0,A,4+,1,16.0,,
1004539,P00084542,T,999,19,Unknown,0,0,,,
1002462,P00271442,T,36-45,1,B,1,0,18.0,,
1000216,P00177342,Q,999,13,Unknown,1,0,,,
1005858,P00117542,M,26-35,4,Unknown,1,0,,,
1005664,P00116242,M,18-25,4,C,4+,0,8.0,15.0,
1004578,P00171342,Q,26-35,0,A,4+,0,,16.0,
1005831,P00350942,L,26-35,1,A,2,1,3.0,4.0,5.0
1000412,P00112542,M,36-45,15,A,1,1,1.0,11.0,15.0
1005780,P00163142,M,18-25,17,B,1,0,6.0,8.0,
1002206,P00351142,M,46-50,7,B,1,1,1.0,8.0,17.0
1002105,P00128742,Q,999,1,A,0,1,,,
1001962,P00265242,F,18-25,1,B,0,1,5.0,8.0,
1000907,P00115942,F,46-50,6,C,1,1,,17.0,
1002215,P00130642,F,26-35,0,B,2,1,11.0,16.0,
1001038,P00280742,F,55+,15,C,2,1,,8.0,
1004564,P00073642,M,36-45,12,C,1,1,,,
1000899,P00220442,F,26-35,1,B,3,1,,14.0,
1001706,P00033942,Q,26-35,20,Unknown,1,1,,,
1001843,P00268542,T,26-35,12,A,2,0,,,
1000061,P00309142,M,26-35,17,C,1,0,,16.0,
1001150,P00150342,T,26-35,20,A,1,0,8.0,14.0,
1004984,P00294042,T,36-45,0,A,1,1,,14.0,
1003415,P00112142,M,36-45,7,C,0,0,1.0,2.0,14.0
1001757,P00237542,,26-35,4,B,4+,0,99999.0,15.0,16.0
1005806,P00119342,F,51-55,1,B,2,0,,13.0,
1004790,P00010742,Q,999,2,A,4+,1,,8.0,17.0
1004022,P00024142,M,36-45,14,B,1,1,8.0,9.0,14.0
1004725,P00256642,L,36-45,5,Unknown,2,0,,,
1001627,P00370242,L,18-25,17,Unknown,3,1,,,
1003089,P00015642,Q,46-50,16,Unknown,4+,1,,16.0,17.0
1003420,P00177742,Q,26-35,7,Unknown,3,0,,,
1000764,P00233442,M,18-25,20,C,2,0,,2.0,15.0
1002402,P00255442,M,46-50,17,B,4+,0,8.0,,
1002038,P00050242,T,46-50,1,B,3,1,8.0,,
1001262,P00213742,M,26-35,4,A,0,1,8.0,,
1006010,P00273742,M,36-45,0,C,1,0,1.0,17.0,
1005954,P00103042,T,46-50,11,A,2,1,1.0,14.0,
1000566,P00165442,M,26-35,17,A,3,0,,15.0,16.0
1005166,P00349442,M,51-55,6,B,1,1,6.0,8.0,
1000831,P00064042,L,46-50,0,C,2,1,3.0,4.0,12.0
1004950,P00043142,M,26-35,16,A,1,1,5.0,14.0,
1003695,P00196442,Q,26-35,2,Unknown,2,0,,,
1005232,P00122442,M,26-35,4,C,1,1,,11.0,15.0
1000092,P00251042,F,18-25,4,B,1,0,,,
1005795,P00178942,Q,999,1,Unknown,1,1,,8.0,
1001938,P00182142,F,26-35,2,C,1,1,1.0,5.0,6.0
1004592,P00217942,M,18-25,4,A,3,0,5.0,,
1002502,P00003642,M,55+,13,B,4+,1,,,
1004543,P00109242,L,26-35,2,A,0,0,6.0,8.0,10.0
1003012,P00054042,Q,999,12,C,1,1,,,
1002456,P00120742,M,26-35,5,A,1,0,8.0,12.0,17.0
1002857,P00234842,Q,999,0,B,2,0,,6.0,16.0
1001426,P00086342,Q,18-25,14,B,3,0,,,
1000498,P00120542,M,36-45,17,A,1,0,8.0,14.0,
1003648,P00000242,M,18-25,4,B,1,0,,4.0,9.0
1002731,P00086342,Q,36-45,7,Unknown,1,0,,,
1000236,P00270942,M,26-35,5,B,2,0,,2.0,15.0
1005376,P00112442,L,26-35,17,B,1,1,6.0,8.0,
1003671,P00338542,M,26-35,4,A,1,0,1.0,,
1001088,P00196142,T,0-17,10,A,3,0,3.0,4.0,5.0
1000721,P00132042,F,36-45,9,B,1,0,,16.0,
1005406,P00156442,,36-45,0,C,3,1,99999.0,,
1000173,P00014942,Q,26-35,0,Unknown,1,1,,,
1002389,P00293242,M,26-35,16,A,0,1,,16.0,
1003563,P00211042,T,26-35,2,A,3,0,99999.0,,
1005393,P00302842,Q,999,7,Unknown,2,0,,13.0,
1002815,P00117542,L,999,17,Unknown,1,0,,,
1000630,P00342742,F,36-45,14,C,2,0,8.0,14.0,
1002627,P00351342,M,26-35,1,B,2,1,1.0,2.0,16.0
1001158,P00190342,F,36-45,1,C,2,1,4.0,12.0,
1004928,P0098542,Q,26-35,3,Unknown,4+,0,,,
1005222,P00027242,Q,999,12,B,1,0,99999.0,,abc
1004062,P00156442,T,26-35,7,C,1,0,,,
1002677,P00153842,F,36-45,7,C,4+,0,8.0,14.0,16.0
1002934,P00323942,Q,36-45,20,B,3,0,,15.0,
1000343,P00178342,L,36-45,3,Unknown,2,0,,,
1003227,P00029942,T,26-35,14,A,2,0,8.0,,
1002437,P00005042,M,26-35,4,C,4+,1,6.0,16.0,
1005955,P00001742,Q,26-35,7,A,1,0,,14.0,
1002259,P00031042,F,55+,16,C,1,1,8.0,,
1002414,P00034742,Q,26-35,1,Unknown,4+,1,99999.0,14.0,abc
1005643,P00141842,T,999,1,A,3,1,99999.0,14.0,abc
1004018,P00274042,F,46-50,20,C,2,1,1.0,,
1005153,P00226642,M,26-35,7,B,3,0,5.0,6.0,
1004014,P00035842,,26-35,0,C,2,1,99999.0,6.0,9.0
1002895,P00150542,M,26-35,11,B,4+,0,5.0,,
1001265,P00332942,Q,18-25,20,Unknown,0,1,,8.0,
1003892,P00271542,M,26-35,20,A,0,0,18.0,,
1005345,P00161442,F,26-35,17,C,2,1,,14.0,
1003280,P00296042,M,26-35,7,B,1,0,8.0,13.0,16.0
1005220,P00324942,Q,999,7,B,4+,0,,,
1001551,P00211042,T,26-35,11,B,1,1,5.0,,
1000801,P00276142,L,26-35,20,C,4+,0,12.0,,
1005410,P00349742,F,46-50,2,C,3,1,8.0,,
1005555,P00226342,M,0-17,10,B,2,0,11.0,15.0,
1005610,P00032842,L,26-35,1,Unknown,3,0,,,
1004344,P00228242,M,26-35,1,A,4+,0,8.0,,
1003128,P00210942,Q,18-25,2,B,3,0,,12.0,
1001164,P00046242,T,26-35,19,A,1,1,8.0,,
1004384,P00289042,Q,999,0,B,0,1,,,
1001722,P00232342,L,999,0,Unknown,4+,0,,,
1003658,P00235842,L,26-35,7,Unknown,4+,0,99999.0,15.0,16.0
1000245,P00145042,,36-45,16,Unknown,0,0,99999.0,2.0,5.0
1001281,P00019742,M,26-35,19,C,1,0,8.0,14.0,
1005201,P00110742,,51-55,7,C,1,1,99999.0,2.0,8.0
1002752,P00119942,T,26-35,15,A,2,0,8.0,14.0,
1000175,P00084042,F,26-35,2,B,1,0,,14.0,
1005675,P00015942,M,36-45,14,A,2,0,6.0,10.0,13.0
1002378,P00160042,Q,999,3,Unknown,1,1,,13.0,16.0
1003611,P00113742,M,26-35,2,C,4+,0,5.0,14.0,
1000018,P00339342,F,18-25,3,B,3,0,1.0,,
1001489,P00090842,F,36-45,2,A,2,1,11.0,15.0,
1003812,P00320742,M,36-45,17,Unknown,0,0,,4.0,9.0
1004474,P00093642,T,36-45,7,C,1,0,6.0,,
1003129,P00275842,M,26-35,7,B,2,0,2.0,9.0,15.0
1002918,P00058442,M,26-35,12,B,2,0,5.0,14.0,
1001922,P00161442,L,26-35,7,Unknown,4+,0,,14.0,
1002060,P00250642,M,0-17,1,C,3,0,11.0,,
1002197,P0097142,F,26-35,1,C,1,0,12.0,,
1006016,P00346042,T,46-50,1,B,1,1,6.0,8.0,15.0
1001723,P00260442,L,36-45,17,C,0,1,1.0,15.0,
1001396,P00102642,L,26-35,12,Unknown,4+,1,,8.0,9.0
1002985,P00355142,M,18-25,4,A,2,1,1.0,15.0,
1001936,P00013942,M,36-45,0,C,1,0,5.0,,
1003402,P00114142,M,36-45,20,Unknown,4+,0,,,
1003101,P00322142,M,18-25,15,C,0,0,1.0,14.0,
1003243,P00147742,T,26-35,12,B,1,1,1.0,16.0,
1005954,P0095742,M,46-50,11,A,2,1,4.0,5.0,
1000518,P00250642,T,36-45,12,C,4+,0,,,
1004225,P00213742,Q,26-35,3,A,4+,0,,,
1004582,P00212742,F,26-35,0,A,4+,1,5.0,,
1006002,P00319042,Q,999,0,C,1,1,,,
1003940,P00111942,Q,36-45,20,B,3,1,,17.0,
1000415,P00049642,F,36-45,0,A,2,1,8.0,14.0,
1000127,P00328142,F,46-50,3,C,1,1,8.0,16.0,
1002458,P00046742,Q,999,7,C,3,1,99999.0,2.0,abc
1000728,P00036342,M,26-35,6,C,4+,0,5.0,8.0,
1000721,P00213942,T,36-45,9,B,1,0,5.0,14.0,
1004258,P00127242,L,999,17,Unknown,2,0,,16.0,
1001587,P00041942,L,26-35,3,B,3,0,5.0,18.0,
1000889,P00194442,M,46-50,20,A,1,0,5.0,,
1002106,P00057442,,18-25,20,Unknown,3,1,99999.0,14.0,16.0
1003425,P00074342,M,18-25,20,A,1,0,,,
1004055,P00026142,L,51-55,0,Unknown,4+,1,99999.0,,
1000953,P00351242,M,51-55,20,B,1,1,3.0,4.0,5.0
1003626,P00180442,L,26-35,17,Unknown,3,0,,,
1003539,P00171842,,26-35,4,A,1,1,99999.0,14.0,
1001701,P00258842,L,26-35,4,B,1,0,5.0,,
1000336,P00071242,Q,999,0,C,4+,0,,15.0,16.0
1001586,P00086442,M,46-50,7,B,2,1,,13.0,15.0
1004914,P00138542,F,26-35,1,B,4+,0,5.0,6.0,
1000474,P00000242,T,999,17,B,1,0,,4.0,9.0
1002205,P00304042,F,26-35,7,A,3,1,5.0,,
1001285,P00297642,M,36-45,4,A,0,1,8.0,,
1005604,P00157642,M,36-45,15,C,3,0,1.0,14.0,16.0
1000971,P00135742,M,26-35,12,B,2,1,6.0,8.0,
1004520,P00112642,M,26-35,4,C,1,1,1.0,2.0,5.0
1002088,P00192542,M,51-55,7,A,1,1,,2.0,9.0
1003996,P00143642,L,18-25,14,C,1,0,1.0,2.0,6.0
1002106,P00307442,Q,18-25,20,Unknown,3,1,99999.0,8.0,abc
1003108,P00084442,,51-55,6,B,1,1,99999.0,16.0,
1001889,P00111442,M,18-25,14,B,2,0,8.0,,
1001812,P00251342,F,26-35,12,A,4+,1,5.0,11.0,
1001694,P00188042,Q,26-35,12,Unknown,3,1,,,
1001335,P00151342,M,36-45,0,C,1,0,7.0,,
1002251,P00316742,Q,36-45,14,A,3,0,,5.0,
1002456,P00105142,Q,999,5,A,1,0,,2.0,15.0
1004467,P00348342,F,51-55,6,C,2,1,,17.0,
1005058,P00258542,M,55+,17,C,0,1,11.0,,
1000053,P00031042,L,26-35,0,Unknown,1,0,,,
1003582,P00187142,T,36-45,0,Unknown,1,0,,4.0,5.0
1002140,P00200642,Q,999,14,C,2,1,,16.0,
1002840,P00112442,M,26-35,0,A,1,1,6.0,8.0,
1000204,P00212942,,26-35,7,Unknown,1,1,99999.0,,
1002038,P00110842,F,46-50,1,B,3,1,1.0,2.0,5.0
1005555,P00078842,M,0-17,10,B,2,0,1.0,16.0,
1005636,P00214142,M,26-35,7,A,0,1,,,
1005281,P00362442,M,26-35,2,A,2,0,5.0,,
1004524,P00125042,M,26-35,2,A,2,1,,,
1002679,P00211142,F,18-25,4,A,2,0,,,
1000780,P00294142,M,26-35,17,B,3,0,,8.0,15.0
1003961,P00268342,T,26-35,1,C,1,0,,,
1000378,P00234842,T,18-25,0,A,1,1,,6.0,16.0
1002409,P00115642,Q,999,9,B,3,1,,14.0,
1004227,P0094342,M,26-35,19,A,0,0,,5.0,18.0
1002026,P00188442,M,51-55,16,C,1,1,,7.0,
1001017,P00326242,T,36-45,0,B,2,0,2.0,18.0,
1003599,P00066542,Q,26-35,16,C,3,0,,15.0,16.0
1005605,P00136342,L,18-25,2,A,0,0,4.0,5.0,
1004640,P00111142,T,26-35,4,B,0,1,1.0,15.0,16.0
1001100,P00282042,M,26-35,0,B,0,1,,15.0,
