User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000331,P00067842,Q,26-35,7,B,1,0,,10.0,16.0
1005184,P00134642,Q,999,20,Unknown,4+,1,,,
1004673,P00289342,Q,999,16,B,2,1,,8.0,14.0
1002291,P00057942,M,46-50,1,C,2,1,1.0,2.0,6.0
1001655,P0096942,Q,999,4,C,2,1,,4.0,
1003080,P00035842,M,26-35,20,A,4+,1,5.0,6.0,9.0
1003133,P00355142,T,18-25,4,C,1,0,1.0,15.0,
1005367,P00254642,M,18-25,4,A,1,0,5.0,8.0,
1003853,P0098242,T,26-35,14,B,1,1,1.0,16.0,
1001301,P00108542,T,26-35,2,C,1,1,,8.0,14.0
1004510,P00284142,L,46-50,7,Unknown,4+,1,,4.0,
1004356,P00124842,T,36-45,16,C,0,1,11.0,,
1001868,P00326242,T,51-55,11,C,0,1,2.0,18.0,
1005430,P00192042,T,46-50,1,Unknown,1,1,,9.0,14.0
1001465,P00338942,L,51-55,16,B,4+,1,1.0,8.0,17.0
1004658,P00137642,T,26-35,4,B,3,1,3.0,4.0,12.0
1004088,P00093342,M,26-35,3,B,4+,1,1.0,8.0,18.0
1003727,P00101742,M,36-45,7,B,1,0,12.0,14.0,
1002824,P00366442,T,18-25,4,C,3,0,,12.0,
1001470,P00089942,T,18-25,4,A,1,1,,,
1000549,P00102242,M,26-35,6,A,3,0,,12.0,
1000501,P00258742,M,26-35,2,C,4+,1,,,
1003732,P00111542,T,26-35,17,B,0,1,2.0,17.0,
1005090,P00120442,T,36-45,19,B,3,1,8.0,,
1001299,P00246342,Q,26-35,14,B,1,0,,15.0,
1000984,P00228642,M,51-55,16,A,2,1,,18.0,
1003083,P00073842,F,51-55,0,C,0,0,,15.0,17.0
1005074,P00299142,M,0-17,0,B,2,0,5.0,,
1005026,P00153642,M,26-35,17,B,1,1,8.0,,
1001797,P00114742,M,36-45,7,C,2,0,8.0,,
1003016,P00003242,Q,999,12,A,1,0,,15.0,
1003688,P00138142,M,18-25,6,Unknown,1,0,,14.0,
1000787,P00213242,M,18-25,4,C,2,0,5.0,8.0,
1005652,P00214542,Q,999,0,B,1,0,,,
1003195,P00227642,L,18-25,4,Unknown,4+,0,,5.0,14.0
1005278,P00293842,,26-35,7,B,1,0,99999.0,2.0,9.0
1005567,P00254342,M,51-55,3,B,0,1,,11.0,
1000701,P00193242,F,18-25,4,B,0,0,6.0,8.0,
1002215,P00231242,F,26-35,0,Unknown,2,1,,,
1001375,P00014642,T,46-50,5,B,2,1,,14.0,17.0
1004786,P00139942,M,46-50,6,B,1,1,,,
1005446,P00322942,T,51-55,1,C,1,1,,8.0,16.0
1002221,P00365242,M,55+,17,B,0,1,5.0,8.0,
1001568,P00174442,L,999,10,Unknown,1,0,,,
1000798,P00116842,L,26-35,20,Unknown,1,1,,5.0,8.0
1002062,P00114442,M,18-25,4,C,2,0,5.0,6.0,
1003233,P00021742,T,51-55,2,A,4+,0,5.0,,
1000231,P0096442,M,26-35,3,A,1,0,4.0,5.0,12.0
1000048,P00140742,Q,999,4,B,3,1,99999.0,15.0,abc
1000954,P00329542,F,26-35,0,B,1,1,1.0,15.0,16.0
1005361,P00112142,F,51-55,16,A,3,0,1.0,2.0,14.0
1004131,P00166942,M,46-50,7,C,2,1,2.0,4.0,5.0
1003416,P00039242,M,26-35,12,B,4+,1,1.0,15.0,
1001015,P00166742,M,36-45,3,A,4+,1,5.0,16.0,
1001508,P00044442,Q,0-17,10,Unknown,4+,0,,16.0,
1004510,P00062842,T,46-50,7,A,4+,1,1.0,2.0,13.0
1002678,P00113042,M,26-35,6,Unknown,1,1,,16.0,
1001383,P00254842,F,26-35,7,A,1,0,,13.0,
1003957,P00264642,Q,36-45,11,B,1,0,,,
1003853,P00118542,M,26-35,14,B,1,1,,8.0,
1001185,P00318942,F,36-45,1,C,3,0,8.0,16.0,
1005433,P00174542,Q,36-45,17,B,3,1,,15.0,
1000689,P00003942,F,51-55,0,A,0,1,5.0,14.0,
1003929,P00288642,M,26-35,5,B,1,1,16.0,,
1000352,P00212742,Q,999,4,A,0,0,,,
1002060,P00255942,T,0-17,1,C,3,0,1.0,16.0,
1001450,P00332242,M,18-25,4,B,2,1,1.0,16.0,
1001219,P00136742,T,26-35,7,C,3,1,,14.0,16.0
1005070,P00284642,M,26-35,2,A,0,0,5.0,8.0,
1005401,P0096542,F,18-25,1,C,2,1,3.0,4.0,12.0
1003475,P00161442,Q,999,14,A,1,0,,14.0,
1001244,P00149642,M,26-35,4,A,4+,1,5.0,14.0,
1002540,P00032042,,46-50,6,Unknown,3,1,99999.0,2.0,15.0
1004117,P00070042,M,18-25,4,B,4+,0,,2.0,16.0
1003767,P00351042,M,26-35,0,Unknown,2,0,,,
1003941,P00166042,M,46-50,17,C,0,1,5.0,,
1003940,P00035542,M,36-45,20,B,3,1,,4.0,12.0
1002116,P00239042,M,18-25,4,B,4+,1,,6.0,16.0
1003371,P00126042,T,26-35,2,A,3,0,,14.0,
1004323,P00186642,M,18-25,4,C,2,0,2.0,4.0,15.0
1001851,P00345842,Q,26-35,19,B,4+,1,,8.0,14.0
1003367,P00296942,L,51-55,16,Unknown,1,1,99999.0,,
1001941,P00034742,M,36-45,17,A,1,0,,14.0,17.0
1002404,P00199442,T,18-25,7,C,1,0,5.0,9.0,
1000479,P00001142,M,26-35,12,C,0,0,,8.0,14.0
1003884,P00226342,,18-25,4,A,1,1,99999.0,15.0,
1003205,P00027542,F,36-45,16,B,1,0,8.0,,
1000654,P00101842,M,51-55,7,C,4+,1,6.0,16.0,
1006000,P00183342,M,46-50,17,B,2,1,5.0,15.0,18.0
1001343,P00331942,Q,36-45,14,B,3,0,,,
1002129,P00089342,M,26-35,5,B,1,0,8.0,,
1001497,P00367742,M,51-55,5,C,1,1,,15.0,
1005340,P00033642,F,51-55,3,C,1,1,5.0,8.0,
1000524,P00249742,M,18-25,0,A,0,0,1.0,15.0,18.0
1003411,P00178242,T,18-25,4,A,4+,0,8.0,,
1003209,P00053442,M,26-35,0,C,3,0,,2.0,16.0
1005511,P00346342,M,46-50,1,B,1,1,1.0,15.0,
1004040,P00179542,Q,26-35,20,B,2,1,,,
1001033,P00153742,M,26-35,5,B,1,0,8.0,,
1004785,P00025942,Q,999,14,Unknown,0,1,99999.0,14.0,abc
1005952,P00121642,T,46-50,1,Unknown,4+,1,,14.0,
1003607,P00185442,T,36-45,17,C,0,0,15.0,,
1003683,P00119242,M,26-35,2,B,3,1,18.0,,
1004369,P00080342,Q,51-55,7,B,1,0,,6.0,8.0
1003609,P00138542,F,26-35,17,C,3,0,5.0,6.0,
1001064,P00278642,M,26-35,7,C,1,0,,,
1004302,P00303942,Q,999,1,Unknown,1,0,,13.0,
1002021,P00213642,M,26-35,0,C,1,0,11.0,,
1005881,P00249542,M,36-45,17,B,1,0,1.0,5.0,15.0
1001793,P00230942,M,26-35,4,B,1,0,5.0,14.0,
1000097,P00298542,L,36-45,3,C,3,0,16.0,,
1004361,P00111042,M,36-45,15,C,0,1,15.0,,
1003944,P00128942,F,36-45,16,C,1,0,1.0,11.0,
1000689,P00130042,T,51-55,0,A,0,1,14.0,17.0,
