User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1005550,P00010742,T,36-45,15,B,2,0,1.0,8.0,17.0
1004387,P00221642,F,18-25,4,B,0,0,,15.0,
1004344,P00142142,L,26-35,1,A,4+,0,1.0,2.0,15.0
1000949,P00025442,M,51-55,17,B,4+,1,1.0,2.0,9.0
1003223,P00270242,M,26-35,20,A,1,1,8.0,,
1003976,P00293242,L,26-35,0,B,4+,0,8.0,16.0,
1003390,P00113642,F,46-50,20,C,1,1,8.0,,
1001978,P00177842,L,0-17,10,C,4+,0,8.0,,
1005458,P00144442,Q,18-25,2,A,1,0,99999.0,14.0,abc
1004897,P00130642,Q,36-45,16,B,3,0,,16.0,
1004635,P00079942,M,18-25,4,B,2,0,,,
1002643,P00221442,M,46-50,17,B,1,1,1.0,2.0,5.0
1000105,P00293842,T,46-50,12,Unknown,1,1,99999.0,2.0,9.0
1003416,P00163342,Q,26-35,12,B,4+,1,,8.0,
1000122,P00110742,,18-25,4,C,1,0,99999.0,2.0,8.0
1001224,P00036842,L,51-55,13,B,4+,0,1.0,14.0,16.0
1004268,P00176842,F,46-50,20,B,3,0,12.0,14.0,
1005339,P00115142,M,18-25,17,Unknown,1,0,,8.0,17.0
1005043,P00102642,F,18-25,6,C,2,0,4.0,8.0,9.0
1005124,P00219942,T,36-45,2,B,1,0,,16.0,
1000498,P00101842,M,36-45,17,A,1,0,6.0,16.0,
1003312,P00364842,Q,18-25,4,Unknown,3,0,,16.0,
1002926,P00332942,Q,999,2,Unknown,1,0,,8.0,
1003792,P00146742,M,26-35,6,A,1,0,1.0,13.0,14.0
1005985,P00157542,Q,18-25,4,C,0,1,,14.0,
1003183,P00341342,M,51-55,7,C,4+,1,1.0,8.0,17.0
1000499,P00026542,F,26-35,1,A,1,0,8.0,,
1001794,P00019142,T,26-35,11,B,1,0,,15.0,
1003751,P00233442,F,36-45,12,B,4+,0,,2.0,15.0
1003664,P00076042,Q,36-45,1,A,0,0,,,
1000509,P00213842,Q,999,2,A,0,1,,,
1000146,P00085942,F,36-45,20,Unknown,3,1,,4.0,8.0
1004121,P00113042,M,46-50,7,B,3,0,,16.0,
1006003,P00148542,F,46-50,17,C,1,0,1.0,16.0,17.0
1000293,P00288342,M,55+,1,C,1,1,8.0,,
1001267,P00028842,M,26-35,15,C,1,0,6.0,8.0,
1002781,P00103342,Q,999,4,Unknown,2,1,,,
1003182,P00268342,M,26-35,12,A,2,1,,,
1001605,P0095642,F,18-25,0,B,1,0,5.0,,
1002340,P00342742,T,36-45,2,A,2,0,,14.0,
1003425,P00007142,T,18-25,20,A,1,0,,8.0,
1000955,P00035842,T,51-55,7,B,1,1,5.0,6.0,9.0
1004942,P00146042,M,46-50,12,B,3,1,1.0,13.0,15.0
1005790,P00121342,F,36-45,0,B,2,1,,5.0,18.0
1003410,P00127942,M,36-45,1,B,3,1,1.0,2.0,5.0
1001747,P0096742,M,26-35,0,C,2,1,2.0,4.0,12.0
1004771,P00103242,F,26-35,4,A,0,0,8.0,,
1001054,P00190242,M,0-17,10,C,1,0,4.0,5.0,
1004322,P00004242,T,51-55,6,B,1,0,1.0,6.0,8.0
1004842,P00114042,Q,36-45,1,C,1,0,99999.0,14.0,abc
1003159,P00133742,Q,999,15,B,1,0,99999.0,14.0,abc
1001362,P00212042,M,36-45,12,B,0,0,13.0,15.0,
1005305,P00191742,F,18-25,4,C,3,1,4.0,11.0,
1003498,P00216342,Q,26-35,17,C,3,0,,4.0,5.0
1001112,P00119642,M,18-25,6,A,4+,0,1.0,2.0,8.0
1000724,P00344542,Q,999,13,B,2,1,,,
