User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1003834,P00106742,T,18-25,2,B,2,0,3.0,5.0,
1001675,P00181142,Q,26-35,6,B,1,1,,,
1005779,P00200342,L,26-35,5,A,1,0,16.0,,
1004725,P00195442,Q,999,5,Unknown,2,0,,,
1002828,P00328342,T,18-25,4,Unknown,2,0,,,
1003620,P00367042,M,26-35,7,A,1,0,8.0,,
1004977,P00193742,T,26-35,4,B,2,0,8.0,15.0,
1003308,P00064142,F,18-25,20,B,3,1,,,
1004313,P00184942,F,26-35,7,C,4+,0,1.0,8.0,17.0
1005151,P00338442,Q,18-25,19,C,1,0,,16.0,
1001150,P00219942,F,26-35,20,A,1,0,,16.0,
1005987,P00058442,M,26-35,16,B,4+,1,5.0,14.0,
1004927,P00037142,M,46-50,0,B,4+,0,1.0,2.0,5.0
1005482,P00014242,M,18-25,7,A,1,0,8.0,,
1005605,P00161442,F,18-25,2,A,0,0,5.0,14.0,
1002835,P00210042,L,36-45,20,B,2,0,8.0,14.0,
1002368,P00103242,T,55+,13,C,1,0,8.0,,
1003087,P00293242,F,0-17,1,B,0,0,8.0,16.0,
1001015,P00139142,M,36-45,3,A,4+,1,8.0,,
1005787,P00088542,M,26-35,20,B,0,0,5.0,12.0,14.0
1004124,P00130942,M,26-35,18,C,1,1,5.0,8.0,
1001117,P00221342,M,18-25,14,B,3,0,1.0,2.0,5.0
1001556,P00275542,,18-25,4,Unknown,3,1,99999.0,,
1003766,P00010242,F,18-25,1,B,1,0,,,
1005246,P00249742,Q,18-25,0,C,1,1,,15.0,18.0
1000352,P00145042,L,18-25,4,A,0,0,1.0,2.0,5.0
1005273,P00200642,M,55+,20,Unknown,3,1,,16.0,
1000786,P00071442,T,999,0,C,2,0,,17.0,
1003125,P00046142,T,26-35,7,A,1,0,1.0,16.0,
1001680,P00219942,M,26-35,20,Unknown,3,1,,16.0,
1001328,P00222242,,36-45,14,Unknown,1,0,99999.0,2.0,13.0
1004779,P00029942,,46-50,3,C,2,1,99999.0,,
1005026,P00168342,M,26-35,17,B,1,1,11.0,15.0,
1002565,P00331942,M,36-45,5,C,3,0,5.0,,
1003401,P00154642,M,36-45,7,B,1,0,,,
1000937,P00030842,M,26-35,15,Unknown,2,1,,2.0,15.0
1004793,P00034442,Q,999,6,B,2,1,,14.0,16.0
1001080,P00333042,M,55+,7,C,1,1,5.0,8.0,
1004478,P00339342,M,0-17,12,A,1,0,1.0,,
1000482,P00336942,Q,999,14,A,2,1,,,
1000092,P00161942,,18-25,4,B,1,0,99999.0,8.0,
1001579,P00074642,Q,26-35,0,Unknown,0,0,,9.0,14.0
1001984,P00036442,M,18-25,10,B,2,1,16.0,,
1001086,P00338542,L,999,4,Unknown,2,0,99999.0,,abc
1001087,P00005942,L,26-35,16,Unknown,1,0,,4.0,9.0
1005102,P00145742,M,26-35,12,C,2,0,1.0,2.0,
1005560,P00319042,T,36-45,17,C,4+,1,,,
1001222,P00085942,Q,999,0,Unknown,4+,0,,4.0,8.0
1001775,P00349442,M,26-35,4,C,3,1,6.0,8.0,
1002613,P0094342,Q,36-45,1,Unknown,3,0,,5.0,18.0
1002793,P00136242,L,36-45,7,Unknown,3,0,,5.0,6.0
1001404,P00227742,M,51-55,16,B,1,1,5.0,14.0,
1005862,P00157542,Q,26-35,9,C,0,1,,14.0,
1003272,P00120642,M,36-45,0,B,1,0,5.0,,
1003425,P00219542,Q,999,20,A,1,0,99999.0,6.0,abc
1002986,P00310042,Q,999,4,A,2,1,99999.0,8.0,abc
1002641,P00058442,M,26-35,6,C,1,1,,14.0,
1005182,P00086442,L,36-45,7,Unknown,4+,1,99999.0,13.0,abc
1001930,P00218742,M,26-35,15,A,4+,0,,,
1001697,P00176842,F,18-25,4,B,3,0,,14.0,
1001695,P00147342,M,26-35,1,C,1,1,,16.0,
