User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1003970,P00004742,L,26-35,2,Unknown,2,1,,16.0,
1005755,P00005942,F,36-45,2,B,1,0,2.0,4.0,9.0
1003206,P00000142,L,18-25,20,C,2,0,3.0,4.0,5.0
1002323,P00196342,M,36-45,3,B,1,1,,9.0,14.0
1004124,P00216042,M,26-35,18,C,1,1,5.0,8.0,
1000482,P00024342,M,26-35,14,A,2,1,,14.0,
1005759,P00134542,F,26-35,1,A,2,0,5.0,14.0,
1004055,P00129542,M,51-55,0,B,4+,1,8.0,14.0,
1000048,P00086642,M,26-35,4,B,3,1,8.0,,
1005286,P00188542,M,46-50,16,B,0,0,5.0,8.0,14.0
1002703,P00110042,Q,999,11,C,4+,1,,14.0,
1000166,P0097242,Q,18-25,4,B,1,1,,16.0,
1003846,P00286642,M,36-45,0,C,0,0,11.0,14.0,
1001870,P00000342,L,55+,13,C,1,0,5.0,14.0,
1003744,P00289042,L,26-35,0,Unknown,1,0,99999.0,,
1003328,P00018842,M,55+,19,C,2,1,,,
1001395,P00283942,M,26-35,2,B,1,1,5.0,,
1001958,P00239142,Q,999,1,B,3,0,,,
1005680,P00223542,Q,51-55,20,Unknown,4+,1,,8.0,17.0
1001383,P00232342,Q,26-35,7,Unknown,1,0,,,
1005961,P00191442,Q,46-50,0,A,3,0,99999.0,2.0,abc
1002456,P00057442,M,26-35,5,A,1,0,5.0,14.0,16.0
1003471,P00183342,T,999,4,A,1,0,,15.0,18.0
1001044,P00101942,M,26-35,20,A,0,0,8.0,17.0,
1000737,P00014842,M,0-17,19,A,2,0,1.0,2.0,5.0
1001458,P00174442,M,0-17,0,B,2,0,5.0,,
1005404,P00112542,T,26-35,0,Unknown,4+,1,,11.0,15.0
1001389,P00120842,M,26-35,17,B,4+,1,8.0,17.0,
1002304,P00049642,M,46-50,12,B,2,1,8.0,14.0,
1002921,P00140742,M,51-55,1,C,2,0,1.0,15.0,
1002781,P00004742,Q,36-45,4,C,2,1,,16.0,
1003416,P00003942,M,26-35,12,B,4+,1,5.0,14.0,
1002278,P00336742,T,51-55,17,B,4+,1,,,
1002529,P00000242,Q,36-45,9,A,3,0,,4.0,9.0
1004682,P0009842,M,26-35,7,B,3,1,8.0,16.0,
1003085,P00071442,M,26-35,4,C,1,0,15.0,17.0,
1006040,P00114042,L,26-35,6,B,2,0,5.0,14.0,
1004510,P00344142,M,46-50,7,A,4+,1,18.0,,
1003201,P00137242,T,46-50,7,B,0,1,99999.0,,abc
1005485,P00034742,M,26-35,4,C,0,1,5.0,14.0,17.0
1003605,P00190742,M,18-25,12,A,2,0,3.0,4.0,9.0
1001032,P00277642,M,51-55,16,C,0,1,2.0,3.0,10.0
1003726,P00039242,M,26-35,17,C,3,1,1.0,15.0,
1002911,P00210342,T,26-35,4,A,3,0,3.0,4.0,
1004561,P00046742,F,26-35,9,Unknown,2,1,,2.0,15.0
1004679,P00270242,L,55+,13,C,4+,1,8.0,,
1004285,P00174442,L,36-45,0,B,3,0,5.0,,
1000438,P00294442,M,18-25,11,A,3,0,3.0,4.0,12.0
1000265,P00356942,F,36-45,7,A,4+,1,8.0,17.0,
1000148,P00044742,M,51-55,17,B,3,1,5.0,,
1003386,P00238442,M,18-25,4,Unknown,3,0,,,
1000202,P00326842,M,18-25,4,A,3,0,5.0,8.0,
1003682,P00192042,F,51-55,1,Unknown,2,0,,9.0,14.0
1002970,P00237542,M,18-25,4,A,1,0,,15.0,16.0
1000302,P00147942,L,999,4,Unknown,4+,0,,16.0,
1002047,P00062842,T,0-17,10,Unknown,1,0,,2.0,13.0
1002966,P00328042,F,26-35,4,A,2,0,8.0,14.0,
1001150,P00046842,L,26-35,20,Unknown,1,0,99999.0,16.0,
1001088,P00183942,F,0-17,10,Unknown,3,0,,4.0,
1001112,P00155742,M,18-25,6,A,4+,0,,,
1002239,P00262342,Q,18-25,10,A,0,0,99999.0,16.0,abc
