User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1003685,P00010742,M,26-35,5,C,1,1,1.0,8.0,17.0,n
1001473,P00070342,M,26-35,14,B,0,0,1.0,2.0,14.0,T
1005223,P00248942,M,55+,10,C,1,1,,6.0,14.0,n
1004049,P00266642,M,46-50,11,A,3,1,1.0,8.0,9.0,n
1005249,P00063342,F,46-50,14,B,1,1,,2.0,9.0,Q
1001122,P00154042,M,55+,14,C,0,1,,2.0,15.0,Q
1001984,P00080342,M,18-25,10,B,2,1,1.0,6.0,8.0,n
1005964,P00288942,M,18-25,5,B,1,0,1.0,2.0,5.0,n
1004289,P00127842,M,36-45,14,C,4+,1,1.0,2.0,15.0,T
1004739,P00036842,M,26-35,3,C,2,0,1.0,14.0,16.0,n
1002743,P00046742,M,26-35,14,B,2,0,1.0,2.0,15.0,n
1003300,P00025442,M,36-45,5,B,1,0,,2.0,9.0,Q
1001976,P00053842,M,36-45,5,C,0,1,,5.0,12.0,n
1003403,P00000642,M,36-45,5,C,1,0,1.0,6.0,16.0,n
1000516,P00244142,F,55+,14,C,2,0,,2.0,15.0,n
1004490,P00085942,M,36-45,5,B,1,0,2.0,4.0,8.0,L
1002962,P00087042,M,36-45,3,A,2,0,,14.0,16.0,Q
