User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1002100,P00036842,F,26-35,0,C,4+,0,1.0,14.0,16.0
1002102,P00221442,M,26-35,11,B,3,0,1.0,2.0,5.0
1002106,P00005942,F,18-25,20,A,3,1,2.0,4.0,9.0
1002119,P00127642,M,36-45,4,B,3,0,,2.0,15.0
1002121,P00046742,M,55+,13,C,0,1,1.0,2.0,15.0
1002129,P00184942,M,26-35,5,B,1,0,1.0,8.0,17.0
1002131,P00213042,M,26-35,0,B,1,0,1.0,2.0,15.0
1002131,P00173042,M,26-35,0,B,1,0,13.0,15.0,16.0
1002147,P00237542,F,18-25,0,B,3,0,,15.0,16.0
1002148,P00156242,F,18-25,0,B,0,1,4.0,5.0,9.0
1002148,P00165442,F,18-25,0,B,0,1,,15.0,16.0
1002158,P00234842,M,26-35,12,A,1,1,5.0,6.0,16.0
1002177,P00191642,,36-45,20,C,3,1,,4.0,12.0
1002181,P00194642,M,26-35,0,B,4+,1,1.0,6.0,13.0
1002187,P00173042,M,46-50,16,C,1,1,13.0,15.0,16.0
1002237,P00086042,F,36-45,6,B,1,0,,14.0,17.0
1002247,P00184942,,46-50,2,B,2,1,,8.0,17.0
1002258,P00198242,F,18-25,4,B,4+,0,2.0,4.0,9.0
1002344,P00251642,M,26-35,12,A,1,0,1.0,2.0,4.0
1002366,P00157642,F,46-50,16,C,1,1,1.0,14.0,16.0
1002369,P00116142,M,36-45,14,B,1,1,10.0,13.0,16.0
1002372,P00010742,,46-50,7,C,1,1,,8.0,17.0
1002380,P00303842,M,26-35,4,A,0,1,5.0,8.0,14.0
1002380,P00119742,M,26-35,4,A,0,1,5.0,8.0,12.0
1002380,P00116842,M,26-35,4,A,0,1,,5.0,8.0
1002395,P00046742,M,36-45,7,C,1,0,1.0,2.0,15.0
1002402,P00173342,M,46-50,17,B,4+,0,,6.0,14.0
1002436,P00206442,M,26-35,7,B,2,0,1.0,5.0,9.0
1002453,P00153842,M,26-35,7,B,0,0,8.0,14.0,16.0
1002456,P00057942,M,26-35,5,A,1,0,1.0,2.0,6.0
1002457,P00182242,M,26-35,0,B,0,1,,5.0,6.0
1002459,P00034742,M,51-55,7,A,1,1,5.0,14.0,17.0
1002460,P00025442,F,51-55,1,C,1,1,,2.0,9.0
1002461,P00173342,M,18-25,4,B,1,0,1.0,6.0,14.0
1002463,P00329542,M,26-35,7,C,0,0,1.0,15.0,16.0
1002471,P00046742,M,51-55,13,C,2,1,1.0,2.0,15.0
1002471,P00087342,M,51-55,13,C,2,1,,14.0,16.0
1002484,P00254242,M,46-50,5,B,0,0,5.0,11.0,12.0
1002484,P00170942,M,46-50,5,B,0,0,5.0,8.0,14.0
1002496,P00105142,M,51-55,1,B,1,0,,2.0,15.0
1002496,P00110742,M,51-55,1,B,1,0,1.0,2.0,8.0
