User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000858,P00100442,,36-45,14,B,4+,0,,4.0,5.0
1000877,P00057442,M,26-35,0,B,1,1,5.0,14.0,16.0
1000880,P00024142,M,36-45,17,A,1,0,,9.0,14.0
1000881,P00251942,M,18-25,14,A,1,0,1.0,2.0,5.0
1000881,P00003442,M,18-25,14,A,1,0,4.0,5.0,8.0
1000889,P00350442,M,46-50,20,A,1,0,,3.0,15.0
1000891,P00173342,M,26-35,1,C,4+,0,1.0,6.0,14.0
1000899,P00190142,F,26-35,1,B,3,1,,4.0,5.0
1000932,P00085242,F,36-45,6,C,0,0,8.0,14.0,17.0
1000945,P00241642,M,46-50,7,C,3,0,1.0,2.0,11.0
1000949,P00154042,M,51-55,17,B,4+,1,1.0,2.0,15.0
1000949,P00198742,M,51-55,17,B,4+,1,,2.0,11.0
1000955,P00062842,F,51-55,7,B,1,1,1.0,2.0,13.0
1000965,P00102342,,55+,7,B,0,1,,14.0,17.0
1000970,P00251942,M,26-35,0,B,4+,1,1.0,2.0,5.0
1000977,P00237542,M,26-35,2,C,0,0,,15.0,16.0
1000982,P00110842,F,26-35,9,C,4+,0,1.0,2.0,5.0
1000996,P00350942,M,26-35,17,A,4+,1,3.0,4.0,5.0
1001004,P00285642,M,26-35,3,B,2,0,2.0,5.0,15.0
1001010,P00163542,M,26-35,0,A,1,0,,4.0,5.0
1001010,P00196342,M,26-35,0,A,1,0,,9.0,14.0
1001015,P00295942,M,36-45,3,A,4+,1,2.0,5.0,15.0
1001031,P00182142,M,36-45,16,C,2,1,1.0,5.0,6.0
1001051,P00110742,F,26-35,0,A,0,1,1.0,2.0,8.0
1001079,P00351142,M,26-35,7,A,0,0,1.0,8.0,17.0
1001093,P00010742,M,51-55,14,C,2,1,,8.0,17.0
1001099,P00346442,M,26-35,17,C,4+,0,1.0,2.0,14.0
1001101,P00199342,M,36-45,1,A,1,0,2.0,9.0,15.0
1001101,P00177442,M,36-45,1,A,1,0,,6.0,8.0
1001112,P0095842,M,18-25,6,A,4+,0,3.0,4.0,12.0
1001115,P00198142,F,26-35,1,C,0,0,2.0,4.0,9.0
1001125,P00044242,F,18-25,4,B,2,0,,4.0,8.0
1001127,P00112142,M,26-35,0,C,1,0,1.0,2.0,14.0
1001142,P0096842,M,18-25,1,B,1,0,3.0,4.0,12.0
1001149,P00289942,M,26-35,12,A,1,1,3.0,4.0,5.0
1001168,P00237542,F,26-35,0,A,1,1,1.0,15.0,16.0
1001170,P00249542,M,55+,3,A,2,1,1.0,5.0,15.0
1001172,P00128242,F,26-35,0,A,2,1,5.0,12.0,14.0
1001202,P00025442,M,36-45,12,B,0,0,,2.0,9.0
