User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1003850,P00157642,M,18-25,3,B,0,0,1.0,14.0,16.0
1003853,P00025442,M,26-35,14,B,1,1,,2.0,9.0
1003860,P00145042,M,46-50,17,C,0,0,1.0,2.0,5.0
1003866,P00085942,M,46-50,14,C,3,1,2.0,4.0,8.0
1003872,P00352842,M,26-35,1,C,2,0,2.0,6.0,15.0
1003884,P00278942,M,18-25,4,A,1,1,1.0,2.0,3.0
1003887,P00035542,M,18-25,4,C,1,0,3.0,4.0,12.0
1003889,P0099842,M,46-50,6,C,0,1,5.0,12.0,14.0
1003908,P00028542,,26-35,0,B,2,0,,8.0,14.0
1003909,P00277642,M,18-25,17,A,2,0,2.0,3.0,10.0
1003910,P00057942,M,26-35,20,A,2,0,1.0,2.0,6.0
1003922,P00034742,M,18-25,4,B,1,0,5.0,14.0,17.0
1003930,P00085242,M,55+,3,C,0,1,,14.0,17.0
1003934,P00127742,M,26-35,0,B,2,0,1.0,2.0,15.0
1003951,P00127542,F,18-25,4,C,3,1,,2.0,15.0
1003952,P0096742,F,46-50,1,C,3,0,2.0,4.0,12.0
1003957,P00351142,M,36-45,11,B,1,0,1.0,8.0,17.0
1003965,P00262242,M,18-25,11,C,3,0,1.0,11.0,16.0
1003973,P00352142,M,26-35,7,A,1,1,1.0,6.0,16.0
1003976,P00110742,F,26-35,0,B,4+,0,,2.0,8.0
1003981,P00030942,F,46-50,0,C,3,1,4.0,5.0,9.0
1003996,P00165442,M,18-25,14,C,1,0,1.0,15.0,16.0
1003999,P00109242,M,36-45,17,B,4+,0,,8.0,10.0
1003999,P00320842,M,36-45,17,B,4+,0,1.0,4.0,9.0
1003999,P00173342,M,36-45,17,B,4+,0,1.0,6.0,14.0
1004016,P00127942,M,51-55,0,B,1,0,1.0,2.0,5.0
1004022,P00057942,M,36-45,14,B,1,1,1.0,2.0,6.0
1004022,P00352142,M,36-45,14,B,1,1,,6.0,16.0
1004026,P00158542,M,26-35,7,C,2,0,5.0,6.0,13.0
1004042,P00125942,M,36-45,15,B,3,1,1.0,2.0,15.0
1004043,P00296042,F,26-35,15,B,3,0,8.0,13.0,16.0
1004049,P00284842,,46-50,11,A,3,1,,8.0,17.0
1004060,P00150942,M,26-35,18,C,2,1,,11.0,13.0
1004064,P00112542,M,46-50,0,A,1,1,1.0,11.0,15.0
1004079,P00187442,,36-45,17,B,3,1,,4.0,5.0
1004083,P00233442,M,55+,14,A,0,0,1.0,2.0,15.0
1004090,P00192042,M,55+,6,C,1,1,5.0,9.0,14.0
1004094,P00035842,M,26-35,17,C,3,0,5.0,6.0,9.0
1004098,P00127742,M,36-45,7,C,4+,0,,2.0,15.0
1004104,P00119742,M,18-25,16,C,1,0,5.0,8.0,12.0
1004114,P00190142,M,36-45,14,B,1,0,,4.0,5.0
1004115,P00201342,M,26-35,15,B,1,0,1.0,2.0,9.0
1004133,P00158542,M,46-50,4,C,2,0,5.0,6.0,13.0
1004133,P00030942,M,46-50,4,C,2,0,,5.0,9.0
1004140,P00004842,M,26-35,0,B,4+,0,3.0,4.0,12.0
1004160,P00073842,M,36-45,20,A,4+,1,1.0,15.0,17.0
1004161,P00042142,M,46-50,0,B,3,1,1.0,2.0,6.0
1004193,P00208742,M,55+,13,C,1,0,,6.0,16.0
1004204,P00205442,M,36-45,7,C,4+,0,5.0,8.0,14.0
1004213,P00345842,M,36-45,7,B,4+,0,2.0,8.0,14.0
1004215,P00270942,M,26-35,7,A,2,0,,2.0,15.0
1004215,P00112142,M,26-35,7,A,2,0,1.0,2.0,14.0
1004222,P00196342,F,46-50,17,C,2,0,2.0,9.0,14.0
