User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1004866,P00053842,M,55+,12,C,2,1,,5.0,12.0,n
1003970,P00237542,F,26-35,2,C,2,1,1.0,15.0,16.0,n
1003243,P0096642,M,26-35,12,B,1,1,2.0,3.0,4.0,n
1004847,P00080342,M,26-35,12,B,3,0,1.0,6.0,8.0,n
1000971,P00063342,M,26-35,12,B,2,1,1.0,2.0,9.0,n
1004446,P00019342,M,18-25,18,B,1,1,1.0,6.0,15.0,n
1004740,P00034742,F,26-35,3,C,3,0,,14.0,17.0,T
1004979,P0095842,M,36-45,2,B,1,1,3.0,4.0,12.0,T
1001881,P00242742,M,36-45,2,A,4+,1,1.0,2.0,9.0,n
1004003,P00034742,M,55+,13,C,4+,1,5.0,14.0,17.0,n
