User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000103,P00015542,M,46-50,7,B,2,1,,2.0,13.0
1000129,P00057742,M,26-35,11,C,2,0,2.0,8.0,18.0
1000133,P00002242,F,26-35,0,C,1,1,6.0,8.0,16.0
1000136,P00100442,M,18-25,2,B,3,0,,4.0,5.0
1000149,P00270942,M,26-35,1,B,2,1,1.0,2.0,15.0
1000151,P00079742,F,26-35,20,A,1,1,,2.0,15.0
1000166,P00251942,M,18-25,4,B,1,1,1.0,2.0,5.0
1000168,P00102642,F,51-55,0,C,0,1,4.0,8.0,9.0
1000168,P00057542,F,51-55,0,C,0,1,,4.0,5.0
1000170,P00062842,M,26-35,11,C,1,1,1.0,2.0,13.0
1000181,P00182142,M,18-25,17,C,1,0,1.0,5.0,6.0
1000183,P00116142,F,46-50,1,B,1,1,10.0,13.0,16.0
1000185,P00182342,M,46-50,0,C,0,0,1.0,5.0,6.0
1000186,P00190142,,18-25,5,C,0,0,,4.0,5.0
1000198,P00277442,M,26-35,12,A,0,1,1.0,6.0,15.0
1000201,P00170942,F,36-45,2,A,1,0,5.0,8.0,14.0
1000204,P00073842,M,26-35,7,B,1,1,1.0,15.0,17.0
1000204,P00035942,M,26-35,7,B,1,1,,5.0,18.0
1000212,P00057642,M,26-35,16,C,3,0,1.0,15.0,16.0
1000216,P00223542,M,46-50,13,B,1,0,1.0,8.0,17.0
1000223,P00035942,M,26-35,17,B,4+,0,1.0,5.0,18.0
1000223,P00216342,M,26-35,17,B,4+,0,3.0,4.0,5.0
1000225,P00270942,M,26-35,7,A,0,0,1.0,2.0,15.0
1000236,P00085242,M,26-35,5,B,2,0,8.0,14.0,17.0
1000241,P00275842,M,36-45,20,C,1,1,2.0,9.0,15.0
1000242,P00127842,F,18-25,4,A,3,0,,2.0,15.0
1000245,P00112142,M,36-45,16,B,0,0,1.0,2.0,14.0
1000270,P00108542,M,51-55,14,B,2,1,,8.0,14.0
1000271,P00157642,M,18-25,4,C,1,0,1.0,14.0,16.0
1000291,P00010742,M,36-45,12,B,2,0,1.0,8.0,17.0
1000293,P00182142,M,55+,1,C,1,1,,5.0,6.0
1000308,P00115742,M,26-35,2,A,3,1,6.0,10.0,16.0
1000319,P00116142,F,51-55,6,B,3,1,10.0,13.0,16.0
1000326,P00087342,M,51-55,11,B,1,1,5.0,14.0,16.0
1000346,P00196542,F,26-35,0,B,2,0,5.0,8.0,14.0
1000352,P00080342,M,18-25,4,A,0,0,1.0,6.0,8.0
1000363,P00053842,M,18-25,10,B,1,1,4.0,5.0,12.0
1000392,P00148842,M,18-25,7,A,0,0,6.0,8.0,16.0
1000402,P00321742,M,26-35,11,B,1,1,5.0,8.0,17.0
1000409,P00154042,M,18-25,12,B,4+,0,,2.0,15.0
1000409,P00109542,M,18-25,12,B,4+,0,8.0,14.0,17.0
1000411,P00188742,F,46-50,1,B,0,1,8.0,14.0,17.0
1000415,P00119742,F,36-45,0,A,2,1,5.0,8.0,12.0
1000429,P00025342,M,18-25,0,C,1,0,,8.0,16.0
1000435,P00046742,M,26-35,7,A,4+,0,1.0,2.0,15.0
1000448,P00249742,M,26-35,17,C,0,0,1.0,15.0,18.0
1000457,P00194642,M,18-25,4,B,2,0,,6.0,13.0
