User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1004344,P00146742,M,26-35,1,A,4+,0,1.0,13.0,14.0
1004353,P00223542,M,26-35,7,A,1,0,,8.0,17.0
1004354,P00128242,M,36-45,14,B,2,0,5.0,12.0,14.0
1004363,P0096442,M,36-45,14,C,2,1,,5.0,12.0
1004371,P00046742,F,18-25,4,B,3,0,1.0,2.0,15.0
1004381,P00352142,M,26-35,4,B,3,1,1.0,6.0,16.0
1004381,P00057642,M,26-35,4,B,3,1,1.0,15.0,16.0
1004381,P00173042,M,26-35,4,B,3,1,13.0,15.0,16.0
1004384,P00034742,M,26-35,0,B,0,1,5.0,14.0,17.0
1004384,P00073842,M,26-35,0,B,0,1,1.0,15.0,17.0
1004386,P00189842,M,26-35,5,B,1,0,3.0,4.0,5.0
1004406,P0097342,M,26-35,16,B,2,1,,15.0,16.0
1004407,P00270942,M,18-25,4,A,1,0,1.0,2.0,15.0
1004412,P00073842,M,18-25,4,C,1,0,1.0,15.0,17.0
1004434,P00216342,F,36-45,7,A,1,0,3.0,4.0,5.0
1004440,P00112542,M,36-45,1,C,1,1,1.0,11.0,15.0
1004447,P00087142,M,46-50,5,B,0,1,,14.0,16.0
1004448,P00182742,M,26-35,14,A,0,0,1.0,2.0,14.0
1004449,P00159542,M,26-35,12,C,4+,1,10.0,15.0,16.0
1004451,P00144642,M,26-35,14,B,2,1,1.0,15.0,16.0
1004456,P00015942,F,36-45,2,C,4+,0,6.0,10.0,13.0
1004458,P00046742,F,26-35,4,B,1,0,1.0,2.0,15.0
1004459,P00115142,,26-35,1,C,4+,0,,8.0,17.0
1004470,P00216342,M,36-45,12,C,3,1,3.0,4.0,5.0
1004472,P00036842,F,46-50,16,B,0,1,1.0,14.0,16.0
1004480,P00194642,M,26-35,0,B,1,0,1.0,6.0,13.0
1004482,P00102342,F,36-45,1,A,1,0,8.0,14.0,17.0
1004488,P00112542,M,36-45,7,B,1,0,1.0,11.0,15.0
1004489,P00059642,M,18-25,4,B,1,0,,2.0,3.0
1004496,P00142142,M,46-50,2,C,4+,0,1.0,2.0,15.0
1004502,P00310842,M,51-55,0,C,1,1,6.0,8.0,10.0
1004508,P00057942,M,26-35,20,A,2,0,,2.0,6.0
1004510,P00173742,M,46-50,7,A,4+,1,1.0,5.0,8.0
1004510,P00146742,M,46-50,7,A,4+,1,1.0,13.0,14.0
1004512,P00259842,M,26-35,1,C,1,1,1.0,14.0,16.0
1004518,P00118342,M,26-35,0,C,4+,0,2.0,3.0,15.0
1004578,P00102342,M,26-35,0,A,4+,0,8.0,14.0,17.0
1004579,P00183842,F,18-25,4,B,1,1,4.0,9.0,12.0
1004591,P00057942,M,26-35,15,A,3,0,,2.0,6.0
1004591,P0099742,M,26-35,15,A,3,0,3.0,4.0,5.0
1004592,P00059642,M,18-25,4,A,3,0,1.0,2.0,3.0
1004593,P00115342,F,46-50,1,B,0,1,,8.0,14.0
1004607,P00278942,M,26-35,0,B,4+,0,1.0,2.0,3.0
1004607,P00183342,M,26-35,0,B,4+,0,,15.0,18.0
1004647,P00008042,M,36-45,20,B,1,1,6.0,8.0,14.0
1004670,P00277642,M,36-45,5,C,2,0,,3.0,10.0
1004672,P00086042,M,55+,13,B,4+,0,8.0,14.0,17.0
1004683,P00127742,M,26-35,0,C,0,0,,2.0,15.0
