User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1005443,P00192542,M,26-35,12,B,2,0,1.0,2.0,9.0,n
1003819,P00173842,M,26-35,12,B,1,0,1.0,2.0,15.0,L
1002899,P00015842,M,36-45,14,A,3,1,1.0,14.0,16.0,n
1004887,P00345842,M,18-25,2,B,1,1,2.0,8.0,14.0,n
1000630,P00344442,F,36-45,14,C,2,0,5.0,8.0,14.0,n
1004580,P00059442,F,55+,13,C,0,1,6.0,8.0,16.0,n
1004225,P00010742,F,26-35,3,A,4+,0,1.0,8.0,17.0,n
1002032,P00182242,M,51-55,14,C,4+,1,1.0,5.0,6.0,n
1004470,P00070042,M,36-45,12,C,3,1,,2.0,16.0,n
1003371,P00053042,M,26-35,2,A,3,0,5.0,14.0,16.0,L
1003751,P00245642,F,36-45,12,B,4+,0,,11.0,12.0,n
1001117,P00173842,M,18-25,14,B,3,0,,2.0,15.0,n
1005020,P00243942,F,55+,13,C,2,1,,2.0,15.0,n
1003935,P00034742,M,36-45,18,C,4+,0,5.0,14.0,17.0,n
