User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1001501,P00155242,M,26-35,11,A,3,0,,4.0,12.0,Q
1004892,P00086442,M,26-35,12,A,1,0,8.0,13.0,15.0,L
1002029,P0095842,F,26-35,12,A,0,0,3.0,4.0,12.0,n
1003167,P00053842,M,26-35,2,C,3,0,4.0,5.0,12.0,n
1002068,P00057742,F,36-45,12,C,2,0,2.0,8.0,18.0,n
1003756,P00046742,M,18-25,12,B,4+,0,1.0,2.0,15.0,L
1004942,P00192542,M,46-50,12,B,3,1,1.0,2.0,9.0,n
1004386,P00295942,M,26-35,5,B,1,0,2.0,5.0,15.0,n
1002378,P00073842,M,26-35,3,C,1,1,1.0,15.0,17.0,n
1000518,P00110842,F,36-45,12,C,4+,0,1.0,2.0,5.0,n
1003677,P00059742,F,26-35,12,C,1,0,1.0,11.0,15.0,n
1004779,P00010742,M,46-50,3,C,2,1,1.0,8.0,17.0,n
1005631,P0096442,M,36-45,12,C,3,0,4.0,5.0,12.0,n
1004312,P00085242,M,26-35,18,A,0,1,,14.0,17.0,Q
1001803,P00173942,M,26-35,2,B,1,0,1.0,5.0,6.0,T
1001694,P00070342,M,26-35,12,B,3,1,1.0,2.0,14.0,n
1001968,P00158542,M,26-35,11,B,2,0,5.0,6.0,13.0,n
