User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,gender
1003096,P00046742,F,46-50,3,C,1,1,1.0,2.0,15.0,n
1002261,P00321742,M,26-35,5,C,1,0,5.0,8.0,17.0,n
1004948,P00025442,M,46-50,2,A,1,1,1.0,2.0,9.0,n
1000216,P00014842,M,46-50,13,B,1,0,1.0,2.0,5.0,n
1004265,P00113142,M,26-35,12,C,1,0,1.0,5.0,12.0,T
1005042,P00249542,F,18-25,2,A,4+,1,1.0,5.0,15.0,T
1000752,P00107042,F,26-35,3,A,3,0,3.0,5.0,16.0,n
1005329,P00081142,F,26-35,5,B,1,0,6.0,8.0,14.0,n
1005270,P00270942,M,26-35,12,C,3,1,,2.0,15.0,n
1000832,P00034742,M,18-25,2,C,4+,0,5.0,14.0,17.0,n
1002929,P00112142,M,18-25,2,A,4+,0,,2.0,14.0,n
1002565,P00142142,M,36-45,5,C,3,0,1.0,2.0,15.0,n
1004408,P00113342,F,46-50,2,B,1,1,1.0,8.0,17.0,n
