User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000732,P00156742,M,26-35,7,B,4+,0,5.0,6.0,8.0
1000735,P00112142,M,26-35,14,A,3,0,1.0,2.0,14.0
1000746,P00148642,F,18-25,19,B,3,0,,10.0,13.0
1000749,P00214642,M,36-45,18,B,0,0,11.0,13.0,16.0
1000751,P00046742,F,26-35,17,C,3,0,1.0,2.0,15.0
1000756,P00080342,M,36-45,0,C,2,0,1.0,6.0,8.0
1000774,P00159542,M,18-25,4,A,4+,0,10.0,15.0,16.0
1000777,P00127642,M,18-25,19,B,1,0,1.0,2.0,15.0
1000780,P00329542,M,26-35,17,B,3,0,1.0,15.0,16.0
1000784,P00351142,M,18-25,0,C,1,0,1.0,8.0,17.0
1000788,P00205942,M,26-35,0,C,1,0,5.0,8.0,14.0
1000791,P00183642,M,36-45,7,B,1,0,,5.0,9.0
1000791,P00001142,M,36-45,7,B,1,0,5.0,8.0,14.0
1000802,P00161542,M,26-35,16,B,1,0,,15.0,16.0
1000802,P00000142,,26-35,16,B,1,0,,4.0,5.0
1000813,P00057442,M,18-25,4,C,1,1,5.0,14.0,16.0
1000816,P00000142,M,46-50,0,C,2,0,3.0,4.0,5.0
1000816,P00030842,M,46-50,0,C,2,0,,2.0,15.0
1000822,P00184942,F,26-35,1,B,0,1,1.0,8.0,17.0
1000844,P00156742,M,26-35,0,B,3,1,,6.0,8.0
1000863,P00334042,M,26-35,7,C,4+,0,,11.0,15.0
1000877,P00241642,M,26-35,0,B,1,1,1.0,2.0,11.0
1000889,P00190142,M,46-50,20,A,1,0,,4.0,5.0
1000890,P00184442,M,18-25,4,C,4+,0,1.0,6.0,8.0
1000898,P00110742,M,26-35,7,B,2,0,1.0,2.0,8.0
1000915,P00142942,M,26-35,7,C,2,0,1.0,2.0,16.0
1000934,P00034242,F,36-45,7,A,0,0,5.0,8.0,14.0
1000934,P00221342,F,36-45,7,A,0,0,1.0,2.0,5.0
1000937,P00183342,M,26-35,15,A,2,1,,15.0,18.0
1000949,P00318642,M,51-55,17,B,4+,1,,5.0,15.0
1000963,P00105142,M,26-35,0,A,0,1,1.0,2.0,15.0
1000977,P00110842,M,26-35,2,C,0,0,1.0,2.0,5.0
1000980,P00119642,M,26-35,6,C,2,1,1.0,2.0,8.0
1000984,P00037142,M,51-55,16,A,2,1,1.0,2.0,5.0
1000984,P00217442,M,51-55,16,A,2,1,,2.0,11.0
1000985,P00324742,M,26-35,4,C,0,0,2.0,9.0,14.0
1000996,P00127642,M,26-35,17,A,4+,1,1.0,2.0,15.0
1000999,P00198742,M,26-35,15,B,2,0,1.0,2.0,11.0
1001004,P00243942,M,26-35,3,B,2,0,1.0,2.0,15.0
1001004,P00173942,M,26-35,3,B,2,0,,5.0,6.0
1001010,P00070342,M,26-35,0,A,1,0,1.0,2.0,14.0
1001044,P00127342,M,26-35,20,A,0,0,1.0,2.0,15.0
1001050,P00026042,M,26-35,1,B,1,0,,14.0,17.0
1001053,P00054242,M,36-45,0,C,2,1,1.0,6.0,14.0
1001072,P00085942,F,36-45,7,C,2,0,,4.0,8.0
1001087,P00191642,M,26-35,16,B,1,0,,4.0,12.0
1001100,P00151242,M,26-35,0,B,0,1,5.0,8.0,16.0
1001109,P00244242,M,18-25,10,C,1,0,,2.0,15.0
1001115,P00150942,F,26-35,1,C,0,0,,11.0,13.0
